masked,original
나도 먹어야겠다. 니가 거리니까 나도 먹고싶잖아,나도 먹어야겠다. 니가 라면라면 거리니까 나도 먹고싶잖아 ㅜㅜ
아 [UNK] 완전 조...,아 이번에 [UNK] 시험 완전 조졌어...
이번엔 ㄹㅇ 개,이번엔 ㄹㅇ 개열심히했단말이야
다음 목숨 건다...,다음 기말에 목숨 건다 진짜...
저리어도 신랑 없나?,저리 입어도 신랑은 말이 없나?
##지라니하는 거 봐라,간장 종지라니 비유하는 거 봐라
여자들은 남자에 비하면 외모가 별로여도 들이대는,여자들은 남자에 비하면 외모가 좀 별로여도 들이대는 남자들이 있는듯
##할,축하할 일이지.
남자가가,남자가 매너가 좋더라고
##이 생겼,호감이 생겼어?
돈 내고 먹는데 여학생은 남학생보다 적게 주죠?,같은 돈 내고 학식 먹는데 왜 여학생은 남학생보다 적게 주죠?
##뒤 난 아직도 게임하고있다,이틀뒤 시험인데 난 아직도 게임하고있다
같은 걸들끼리 왜 특정 멤버를는 거야?,같은 걸그룹 멤버들끼리 왜 특정 멤버를 따돌리는 거야?
다랑 주는 건 줄 몰라서 그렇지,다 내가 자기랑 어울려 주는 건 줄 몰라서 그렇지
야. 사람 많은 지하철에서는 다리하는거 보기 안 좋아 다리 접어,야.. 사람 많은 지하철에서는 다리 쩍벌하는거 보기 안 좋아 좀만 다리 접어
너보다 키 훨씬 큰 저분도 다리 오무리고 계셔 사람이 너봐.. 얼른 오무려,너보다 키 훨씬 큰 저분도 다리 오무리고 계셔 옆 사람이 너 자꾸 쳐다봐 .. 얼른 오무려
발정난 이리냐?,발정난 고양이 왜 이리 시끄럽냐?
오빠야! 히히,나 이번에 만나는 오빠야! 히히
씨. 이심전심 우리 진짜 잘거 같애요.,[UNK]씨. 이심전심인지 우리 진짜 잘 통하는거 같애요.
호흡이 착착 맞는게 우리 환상적인 파트너,호흡이 착착 맞는게 우리 정말 환상적인 파트너 같아요.
쭉지 괜찮아요.,지금부터 쭉 있으니까 어디든지 괜찮아요.
군침 흘리지 저 대신좀 서 주세요,군침 흘리지 마시고 저 대신 근무좀 서 주세요.
같이 데이트 가는게 아니라 좀주라는 거?,같이 데이트 가는게 아니라 대타 좀 뛰어주라는 거였어요?
##를 것 같은데 저러지.,양치를 하는 것 같은데 왜 저러지.
조선족이,조선족이라고 차별하지마
조선족은,조선족은 우리 동포야
,몰랐던 내용인데
그래서너는 군사 독재 쿠데타 지지,그래서너는 군사 독재 쿠데타 세력을 지지 하니?
,그러게나말이야
오빠들 머잖아 ~,우리 오빠들 머싯잖아~
페미 여자들 그냥,페미하는 여자들 그냥 내비둬라
[UNK]지,[UNK] 임기가 언제까지지?
아니 고2가 초여자 임신고?,아니 고2가 초6여자애를 임신시켰다고?
##자?,오늘자 방송이라고?
뭐? 너 말해 무당 살날리면,뭐? 너 말 조심해 무당이 살날리면 어떡해
즐거운 마음으로 온들 때문에 개빡치네,즐거운 마음으로 워크숍 온 건데 팀원들 때문에 개빡치네
평생 숫자만 세다가 말아라 토 내녀가고 화목 올라가는 숫자 의미없다,평생 숫자만 세다가 말아라 토일월 내녀가고 화수목 올라가는 숫자 의미없다
자바칩푸치노 먹을,난 자바칩 프라푸치노 먹을래
"1년 동안 자고하더니, 효도한거지","1년 동안 잠도 안 자고 공부하더니, 효도한거지"
농촌에서 일하는들은 거의다 동남아쪽 이주 노동자들,농촌에서 일하는 인부들은 거의다 동남아쪽 이주 노동자들이더라
여자가면서 저 저럴 줄 알았,여자가 사귀면서 저 남자가 저럴 줄 알았겠냐
아 밀리니까 진짜 양네,아 밀리니까 진짜 양이줄질않네
12. 25일에 함있나 난 뭐하지 ㅋㅋ ㅠ,12.25일에 뭐 함? 약속있나 난 뭐하지 ㅋㅋ ㅠ
##를 하지는 않니?,와서 무리한 요구를 하지는 않니?
구역질이,왜 구역질이 나는데?
##이나 구워 먹을까?,고깃집에서 삼겹살이나 구워 먹을까?
나랑 되게 오래 본 친구가 있는데 애가 너무어서 좀스럽다..,나랑 되게 오래 본 친구가 있는데 애가 너무 자주 울어서 좀 부담스럽다..
어떻게한테립을 치냐 ㅋㅋㅋ 사람이 할인가,어떻게 친구한테 패드립을 치냐 ㅋㅋㅋ 사람이 할 짓인가
##이라도네.,잠깐이라도 좋은 소식이네.
[UNK] 가년 남자랑 사대,[UNK]가 90년생 남자랑 사귄대
##한테갈까봐 듯ㅋㅋㅋ,연예인들한테 피해갈까봐 그러는 듯ㅋㅋㅋ
##도 쌩쌩하잖아,술먹은 다음날도 쌩쌩하잖아
~병 정도는 거뜬히 들이킬 나이지.,소주 3~4병 정도는 거뜬히 들이킬 나이지.
##하시는 분인가봐,저분은 운동하시는 분인가봐
어우 딱 봐도하니미가보이네,어우 딱 봐도 탄탄하니 건강미가 넘쳐보이네
저런 허벅지를 바로벅지라고,저런 허벅지를 바로 꿀벅지라고 하는거야
요즘은 불륜이나 돌이 왜이렇게 많냐,요즘은 불륜이나 돌싱관련 예능이 왜이렇게 많냐
넌 미가으니,넌 미정이가 싫으니?
너한 것 보니까 A형,너 소심한 것 보니까 A형 같아
호호 갈리 연예인. JPG,호불호 갈리는 연예인 순위.JPG
사람 뭔가 좀스럽지 않냐?,저 사람 뭔가 좀 의심스럽지 않냐?
여자가니까 경계,여자가 다가가니까 되게 경계하더라
개 소리,개 짖는 소리 너무 짜증난다
##면 날마다 민폐,진짜 날이면 날마다 민폐다
근데 강아지가 거라 참 조종하기가,근데 강아지가 그러는 거라 참 조종하기가..
전라도,또 전라도야?
전라남도는 다 합쳐도 190,전라남도는 다 합쳐도 190만이래
데이트하는 거야 지들이 거지만 걸리지는.,데이트하는 거야 지들이 좋아서 만나는 거지만 걸리지는 말아야지.
,뭐라고 했는데?
[UNK] 여자친구가 [UNK] 고모인가 그렇데 여자분 완전자던데,[UNK] 여자친구가 [UNK] 고모인가 그렇데 근데 여자 친구분 완전 능력자던데
빽으로 들어온건 같던데? 랩도 완전 영어 [UNK] 어 다,빽으로 들어온건 아닌거 같던데? 랩도 완전잘하고 영어 [UNK]어 다 잘하고
[UNK]깐 [UNK]..,[UNK]이니깐 [UNK]어 잘하지..
##퇴 약간 답 없을 거 같아서. 하.. 다른 학과 갈 걸,자퇴하면 약간 답 없을 거 같아서.. 하.. 다른 학과 갈 걸
법이 문제가. 법치기 전에 장난 있었습니까?,법이 문제가 맞습니다. 법고치기 전에 저런 장난 있었습니까?
##로 집어넣기엔 있어서 힘들듯,마구잡이로 집어넣기엔 인권 문제도 있어서 힘들듯
길에서를지를,길에서 담배를 피우지를 않나
가출 여고생들 주워서 자기 딸처럼 봤냐?,가출 여고생들 주워서 자기 딸처럼 키운 할아버지 이야기 봤냐?
요즘 걸들,요즘 걸그룹들 어때?
##으면 좋겠다 닌 로또 당첨되면 뭐할꺼임?,돈 진짜 많았으면 좋겠다 닌 로또 당첨되면 뭐할꺼임?
아..같은데 반은 기부하고 반은 엄마 아빠 호 시켜줘야지,아..별로같은데 난 반은 기부하고 반은 엄마 아빠 호강 시켜줘야지
선냐 그게,무슨 선 넘는 발언이냐 그게
악플 거 보면 아직 살아있네 ㅋㅋㅋㅋ,이정도로 악플 달리는 거 보면 아직 인기 살아있네 ㅋㅋㅋㅋ
##들 지 파트 업무 나눠주고 해오라 해서는 지 으로 올림,신입들 지 파트 업무 나눠주고 해오라 해서는 지실적 으로 올림
생각없어,아이는 생각없어?
이은 [UNK] 에서서?,이 코인은 [UNK]에서 투자했다면서?
##하러?,운동하러 갈래?
헐 완전 인형아니야?ㅋ,헐 완전 인형아니야? ㅋㅋㅋ 대박 귀여워
남자랑보러 가려구 헤헤,나 남자친구랑 타로보러 가려구 헤헤
강원도에서 일어난 신입여경한테 성희롱한거 결과됬는줄,강원도에서 일어난 신입여경한테 성희롱한거 결과 어찌됬는줄 알아?
"다들 그냥만 받고 파면은 한명도 안받았, ㅋㅋ","다들 그냥 징계만 받고 파면은 한명도 안받았대,, ㅋㅋ"
그럼 책임지지 관계를 하는 한국 여성이 거네,그럼 책임지지 못할 관계를 하는 한국 여성이 많다는 거네?
전라도 광주에.,이번에 전라도 광주에 출장 간다.
회사에서는 또 왜 하필에 너 보낸,회사에서는 또 왜 하필 7시에 너 보낸데?
영화회사는 그냥 조작,저 영화회사는 그냥 조작아니야?
사람도 아닌 있겠지.,그런 사람도 있겠지만 아닌 사람도 있겠지.
모든 남자를 배척는 근거가,모든 남자를 배척하기에는 근거가 부족해.
##들은 대부분 그렇잖아.,그래도 주류 남성들은 대부분 그렇잖아.
##가졌노?,날씨가 왜이렇게 추워졌노?
[UNK] 이 200억 원이나 들인 북한 지원용 묘 처치 곤란,[UNK]이 200억 원이나 들인 북한 지원용 묘목이 처치 곤란이래.
##게 싫어,모르는거 강요하는게 제일 싫어
정치인은 진짜 참 … 생각없이,저 정치인은 진짜 말을 참… 생각없이 한다
여캠방에서 별선 쐈 애교 엄청 떨더라,여캠방에서 별풍선 쐈더니 애교 엄청 떨더라.
"뭐 어떠냐, 현실에서 여자기가 얼마나 이렇게라도 채우는","뭐 어떠냐, 현실에서 여자 만나기가 얼마나 힘든데 이렇게라도 채우는거지"
##풍 쏠 치킨이나어라,별풍 쏠 돈으로 치킨이나 사먹어라
한국 여자의 경우는 외모에 압력이 워낙잖아,한국 사회에서 여자의 경우는 외모에 대한 압력이 워낙 심하잖아
그런 애들이 맛이 나지,그런 애들이 많아야 회사 다닐 맛이 나지
##은데 쌍 어디가 잘하는지 알고있는 사람 정보 공유쫌 ~,성형외과 가고싶은데 쌍수 어디가 잘하는지 알고있는 사람 정보 공유쫌 ~
급발진하네? 근데 너도 성형..?,갑자기 급발진하네? 근데 너도 성형했지 않음..?
그룹한테 교통사고가 나서들이 죽었,아이돌 그룹한테 교통사고가 나서 멤버들이 죽었대
넌 사람이 말이 나오니,넌 사람이 죽었는데 그런 말이 나오니?
회사 문을 닫는 게이다,회사 문을 닫는 게 최선이다
"응, 이사 와서 너가 큰 쓰","응, 이번에 이사 와서 너가 큰 방 쓰잖아"
한국 여자 평균이cm다,한국 여자 키 평균이 160cm 랜다
##도해야지,언론 플레이도 작작해야지
##하러?,낚시하러 갈래?
야 나도 한 번까?,야 나도 유튜브 한 번 해볼까?
근데가 처녀고 아니고 게가?,근데 여자친구가 처녀고 아니고 그런 게 중요한가?
되지도은유학식 전통이 무슨.. 전통이야..,얼마 되지도 안은 신유학식 전통이 무슨.. 전통이야..
##신 완전,키스신 장인이야 완전
##가 죽으면,맞았다가 죽으면 어떡해
암만 봐도상이 아니라 연기 대상 감이,암만 봐도 이건 인기상이 아니라 연기 대상 감이야
발로 밟아 씻 거 봄,족발 발로 밟아 씻는 거 봄?
왜당이 아니고 지옥이야,왜 천당이 아니고 지옥이야?
"여자들도, 국무총리, 국방부 장관,장 의사가 되고 싶다고.","여자들도 대통령, 국무총리, 국방부 장관, 경찰청장, 의사가 되고 싶다고."
##장 없애면 없는 놈은 주고는 거 아냐?,청약통장 없애면 없는 놈은 웃돈 주고 사라는 거 아냐?
나 내 아빠의 볼현장을 봤..,나 내친구 아빠의 볼륜현장을 봤어..
##찌 팔려 살해된 사건도 있으니 남자한테도 남자 위험하다,금팔찌 팔려다가 살해된 사건도 있으니 남자한테도 남자 위험하다
에휴 결혼 전까지 먹으면서해봐야지...,에휴 결혼 전까지 약 먹으면서 잘 관리해봐야지...
##성의 수준을 알겠구나,너 윤리성의 수준을 알겠구나.
그러니깐. 약간 마른정도에 탄력과 건강이 느껴져야 어떤걸입어도 태가나고 부럽다싶어지지이 드러나도록 살을면 그냥 아파보여..,그러니깐.. 약간 마른정도에 탄력과 건강이 느껴져야 어떤걸입어도 태가나고 부럽다싶어지지 관절이 드러나도록 살을 말리면 그냥 아파보여..
##한테 애교 부리는데 안 받아,남친한테 애교 부리는데 안 받아줘
##끼리했는데 왜 건 남자들이고,여친끼리 말다툼했는데 왜 싸운 건 남자들이고
##도 쓰고 내리막길을 달렸,헬멧도 안 쓰고 내리막길을 달렸데
벌써부터 처가보여 어떡해?,벌써부터 처가한테 밉보여서 어떡해?
무슨 말이야 잡,무슨 말이야 가오를 잡다니
##고 욕이나 해라,좀 알려주고 욕이나 해라
얘 프사 좀 봐봐 많이 컸지. 살이,얘 프사 좀 봐봐 많이 컸지. 벌써 스무 살이래
삼천포로 ㅋㅋ,왜 얘기가 삼천포로 가냐 ㅋㅋ
맞고 싶으면 해,맞고 싶으면 빨리 맞으라 해.
나 시가에다가 훈해서 먹어볼까?,나 시가 연기에다가 고기 훈연해서 먹어볼까?
됐다은 못해줄을 해버리네,됐다 응원은 못해줄 망정 조롱을 해버리네
그런 의미에서 [UNK] 좀스러워,그런 의미에서 [UNK]은 좀 실망스러워
여성 열어두고 꿀잠 ㅋㅋ,[UNK] 여성토론회 열어두고 꿀잠 ㅋㅋ
##같어,한결같다 한결같어
##j가 그렇게 많이 범,bj가 그렇게 돈을 많이 범?
##짐,그리구 엄청 이뻐짐
##으면 되잖아.,집에서 뭐라도 해먹으면 되잖아.
"응, 너네 동생이 같은거 다다고 그랬다며","응, 너네 동생이 배변활동 같은거 다 챙긴다고 그랬다며"
##할 거 같더니 결국 딴랑 사귀네,꼭 결혼할 거 같더니 결국 딴 배우랑 사귀네
##마다 신음소리가,밤마다 신음소리가..
"##쪽데, 중국하고 거래 끊고 새로운 시장을 개척 해야","보수쪽 애인데, 중국하고 거래 끊고 새로운 시장을 개척 해야 한데"
"시장으로더니, 조금 있으니까 또 동남아 애들은 답이 없","새로운 시장으로 가야한다더니, 조금 있으니까 또 동남아 애들은 답이 없데"
아니야 발등에떨어져서 오늘 못,아니야 나 발등에 불떨어져서 오늘 못 자
##지이나 됐는데 아직 힘들어?,고양이 죽은지 한달이나 됐는데 아직 힘들어?
사람이 것도 아니고,사람이 죽은 것도 아니고..
아 왜 태어났을까?,아 난 왜 가난한 집에서 태어났을까?
그래도 널 낳아 걸하게,그래도 널 낳아주신 걸 감사하게 생각해야지
촌 것,너무 촌스러운 것 같아
,야 생일 축하한다
친구가단 게 뭐니. 짐줘,친구가 좋단 게 뭐니. 짐 좀 들어줘
##들 출신들인가 봐,안티들 개그맨 출신들인가 봐
생각 없는데 너는,난 별 생각 없는데 너는?
진짜 혐오,난 진짜 혐오해
##하네,정말 무시무시하네
전라도,전라도 사람은 왜?
쟤가 그동안 얼마나 많이했는데 이제 줄 됐지,쟤가 그동안 얼마나 많이 공헌했는데 이제 줄 때도 됐지.
언젠 과거도 다주겠다.,언젠 내 과거도 다 사랑해주겠다며.
당신은 되어가지고 내가 낳을 때 나한테 해준 게 뭐가 있어,당신은 남편이 되어가지고 내가 아기 낳을 때 나한테 해준 게 뭐가 있어?
지나 했네?,밥 시간이 지나긴 했네?
입은 예쁜 여자를 못 봤나 보네,레깅스 입은 예쁜 여자를 못 봤나 보네.
이 동네는도 잘 되어 있고 예쁜 [UNK] 가 없어서 후진 느낌이 드네.,이 동네는 거리 정비도 잘 되어 있고 예쁜데 [UNK]가 없어서 후진 느낌이 드네.
햄스터,나 요즘 햄스터 키워
슬생 덕분에 장기 기증 신청이배나 늘었,슬의생 덕분에 장기 기증 신청이 11배나 늘었데
역시 슬생,역시 슬의생!
여기 막비 안 팔?,여기 막비닐이라고 안 팔죠?
,저 배우 어때
##을 한것뿐인데 ㅋㅋ,맞는말을 한것뿐인데 뭐가 문제인데 ㅋㅋ
오늘도 명품가방 샀다 ~ ~ 보세가방들고 다니는얘들 불쌍하다 난개나 ㅋㅋ,오늘도 명품가방 샀다~~보세가방들고 다니는얘들 넘 불쌍하다 난 6개나있는데 ㅋㅋ
응 아니구요 ~ ~ 괜히 질투 앞으로도 더살 누구랑 달리 풍족해서 ^ ^,응 아니구요~~괜히 질투하지마 앞으로도 더살꺼거든 누구랑 달리 풍족해서^^
이 허접한이 17라고,이 허접한 물품이 17만원이라고?
##지.,당연히 수사 들어가야지.
잘 지키라고 줬 졸고 있어?,문 잘 지키라고 월급 줬더니 졸고 있어?
동성애자의 출입을 금지하는 게 성소수자 차별.,동성애자의 일반 화장실 출입을 금지하는 게 성소수자 차별이래.
##맘양이들 자기집에 안데려가는 이유가 뭔지 아냐?,캣맘들이 길고양이들 자기집에 안데려가는 이유가 뭔지 아냐?
주로 피해자는 여성이라고 말도 했고 정작 사주한 사람은 남성이며 형량도 더 높게 받았다는 사실을 말해주 대체 그렇게 같잖다는...,주로 피해자는 여성이라고 말도 했고 정작 사주한 사람은 남성이며 형량도 더 높게 받았다는 사실을 말해주는데 대체 뭐가 그렇게 같잖다는 건지...
그렇게 맨날 보는데도 아직도 게니,그렇게 맨날 보는데도 아직도 볼 게 남았니
나배어,나 폭력배랑 싸웠어
##되게 맞길 바라는구나?,넌 내가 호되게 맞길 바라는구나?
중국인은 다주택자 제한 없다는 진가,중국인은 다주택자 제한 없다는 게 진짠가?
##러 갈,춤추러 갈 수도 있지
와 집것,와 난 집 못살것 같아
##하면 이제 살지,나 가출하면 이제 어떻게 살지
##을 해 그냥 집에서 곱게,가출을 왜 해 그냥 집에서 곱게 자라
소문들었어? 문았,소문들었어?거기 문 닫았데
,그래?
뭐 먹고 싶냐고놓곤 꼽을야,뭐 먹고 싶냐고 물어봐놓곤 왜 꼽을 주는거야
사람 안락사가 답이긴하지,사람 한번 문개는 안락사가 답이긴하지
##력 좋을 것 같은데?,너보단 어휘력 좋을 것 같은데?
##가 외제차 할부 갚으려고를 청부 살해시도했,10대가 외제차 할부 갚으려고 여자친구를 청부 살해시도했더라
만으로 계산해서세?? 어쨋든간에 어리하네,만으로 계산해서 19세인건가?? 어쨋든간에 어리긴하네
군바린데가 완전 꿀부인 요즘 군대에서는 피부도 관리해 주냐?,군바린데 피부가 완전 꿀피부인데 요즘 군대에서는 피부도 관리해 주냐?
연예사병으로,연예사병으로 갔다잖아.
아 ㅋㅋ 그거 당했는데 전간부하고 난리도 아니였,아 ㅋㅋ 나도 그거 당했는데 전간부 소집하고 난리도 아니였어
동료 선수 칼 들고 협박하는 학폭 수준이냐,동료 선수 칼 들고 협박하는게 일반적인 학폭 수준이냐?
서로 해주라고 싶다,서로 존중 해주라고 말하고 싶다
"생산직 넣은 거였어, 그리고 함부로 하지.","삼성 생산직 넣은 거였어, 그리고 말 함부로 하지 마."
##에 공장쪽도 취업하기. 연봉도 못하니까 비하 작작해,요즘에 공장쪽도 취업하기 힘들어. 연봉도 무시 못하니까 비하 작작해
##둬,그럼 관둬 ㅋㅋ
##하면 깔끔할텐데,했으면 했다고 인정하면 깔끔할텐데
중국동포는 노화,중국동포는 노화이팅
간호사는 의료인이 조는 의료인,간호사는 의료인이고 조무사는 의료인 아니야
그부가 하는,그 노부부가 하는 가게 가자
야 너 [UNK] 이,야 너 [UNK]이 잘 아냐?
나도 여자들이랑어 볼 수?,나도 예쁜 여자들이랑 사귀어 볼 수 있을까?
##ㅋ해서 돈 많이벌어,ㅋㅋㅋ공부 열심히해서 돈 많이벌어
##이지 이거 너한테도해 줄까?,대박이지 이거 너한테도 공유해 줄까?
##가 빵빵하구만,이 집 사운드가 빵빵하구만
##녀 몸매 봤냐,부산 사찰녀 몸매 사진 봤냐
잼민이가겠지,잼민이가 아니라 어린이겠지.
##까지 모질해,무슨말을 그렇게까지 모질게해
꼭 남자들이 그렇,꼭 모든 남자들이 그렇진 않아
여자 섹시 장난,이 여자 섹시 화보 장난아니다
##도 못하는 남자는 만나면 피곤하지,자기 감정 조절도 못하는 남자는 만나면 피곤하지
,진정하시오
마약 한 거 걸린 배우만원형대,마약 한 거 걸린 배우 벌금 3천만원형 받았대
##까,내가 도와줄까?
##밥 왔?,아침밥 먹고 왔어?
아이돌이 하자마자 곧 애아빠된다,아이돌이 결혼 발표 하자마자 곧 애아빠된다니
진상들 왜 아저씨들이,술집에 진상들 왜 아저씨들이 많을까
##하기네,샤워하기 너무 귀찮네
하고,빨리 결혼 하고 싶다
쟤는 야하게다,쟤는 옷을 너무 야하게 입는다
퇴폐봤구나?,너 퇴폐업소 가봤구나?
그러니까 네 인생,그러니까 너도 네 인생 알아서 살아
너보다 더 남자 있으면 갈아타려고 친절하게주는 거임,너보다 더 좋은 남자 있으면 갈아타려고 친절하게 대해주는 거임.
##하는 아름다운 존재다.,현존하는 가장 아름다운 존재다.
##하기 어려우면 원산지 팔아도 괜찮다는 거네,식당 운영하기 어려우면 원산지 속여 팔아도 괜찮다는 거네
"아 아빠 옛날 노래만거 짜증나 듣고것도 못,,","아 아빠 옛날 노래만 듣는거 짜증나 듣고 싶은것도 못듣고,,"
아 몰라 무슨 80년대 메탈 들,아 몰라 무슨 80년대 메탈 이런거 들음
야 니가 문제네ㅋ그때 노래가 진짜 ㄹㅇ,야 니가 문제네 ㅋㅋㅋ그때 노래가 진짜 예술인데 ㄹㅇ
##한 줄까?,달달한 사탕 하나 줄까?
[UNK] 이름값는데 하자 장난 아니야,[UNK] 이름값 믿고 인테리어 맡겼는데 하자 장난 아니야
아줌마 사간가 상했어 바꿔,아줌마 어제 사간 고등어가 상했어 바꿔줘요
상한게 누군데,원래 상한걸 판게 누군데
##걸 안돼지,어제 산걸 그러면 안돼지
##놈 하나도섭다,두고보자는놈 하나도 안무섭다
[UNK] 은 못하는 게 뭐냐?도 옷도 [UNK] 꺼 끝내준다.,[UNK]은 못하는 게 뭐냐? 화장품도 옷도 [UNK] 꺼 쓰는데 품질 끝내준다.
##도도 드라마도 만들어.,자동차도 영화도 드라마도 잘 만들어.
##년라 너무 힘들어,사회초년생이라 너무 힘들어
니가년의 아픔을 알아?,니가 사회초년생의 아픔을 알아?
##더라,어제 이사 왔더라
", 세","응, 세 명 있는데"
##도 태 것 같아.,피부도 태닝한 것 같아.
##살밖에 안 애가 애엄마라니,14살밖에 안 된 애가 애엄마라니
##석 여자가 시비걸,임산부 배려석 여자가 시비걸더라
,임산부 아니지?
,그러면 인정하지
,나도 들었어
너도 같이 먹었는데 내가하니?,너도 같이 먹었는데 왜 내가 다 계산하니?
그냥 보면 참 안타깝더라구요... 나이 먹어서 훅 가는 한이라고고 싶더라구요,그냥 보면 참 안타깝더라구요... 나이 먹어서 훅 가는 건 한 순간이라고 말해주고 싶더라구요
마라 먹을 ~,오늘 마라탕 먹을꺼임~
인정 개남 집 가자 마자 먹을,인정 개 신남 집 가자 마자 시켜 먹을꺼임
너도 빨리 집 마라 먹어,너도 빨리 집 가서 마라탕 먹어
일가가노,하루 일가가 왜이리 힘드노
##가지가 머 한럼은 되것다,한반가지가 머고 한드럼은 되것다
그 어린 그거 또 니를구는 것,그 어린 반장 그거 또 니를 갈구는 것데
어 여자의 몸으로에서 따는게 쉽,어 여자의 몸으로 올림픽에서 금메달 따는게 쉽니
여자목에서금메달거지 머,여자종목에서금메달 딴거지 머
그라 니도하면 나처럼 딸수있어,그라지마라 니도 열심히하면 나처럼 금메달 딸수있어
그러면서 멕시코 사람들은 동양 거야,그러면서 멕시코 사람들은 동양을 무시하는 거야?
반은싸인가?,나머지 반은 인싸인가?
ㅋㅋ 자기가 먹은 남한테 설거지 사람이 다 있네,ㅋㅋ 근데 자기가 먹은 걸 남한테 설거지 시키는 사람이 다 있네
해야지 생명벨트,안전벨트 해야지 생명벨트인데
옆집에 사는 사람 적,옆집에 사는 사람 본 적 있어?
,[UNK] 보냐?
먹지도 못하는 유통기한 지난 인간은,먹지도 못하는 유통기한 지난 커피주는 인간은 뭐냐
[UNK]람,오늘 [UNK]무대 본사람
와 이 사람 좀 봐 외국까지 나가서 짓이래?,와 이 사람 좀 봐 외국까지 나가서 이게 뭐 하는 짓이래?
모델 해서 그렇게 놀리면 되지.,플러스 모델이라고 해서 그렇게 놀리면 안 되지.
##지?,다들 왤케 시비걸지?
저능 1타 강사 구형됐네.,저 대입수능 1타 강사 징역형 구형됐네.
저 엄마는 자기 애 미끄럼 태우나,저 엄마는 자기 애만 자꾸 미끄럼틀 태우나
##도네,그러게 순서도 안지키네
[UNK] [UNK]의 조합,[UNK] [UNK] 의외의 조합인데?
어린가 최전방에서데은 못해줄 망정,어린친구가 최전방에서 고생하는데 응원은 못해줄 망정
걍 절도 해야지,걍 절도로 신고 해야지
,있잖아
##지?,인성은 괜찮지 않아?
영감님하실때 제외하고 착용,영감님 식사하실때 제외하고 마스크 착용하세요
##를 제대로 한 건가,빨래를 제대로 안 한 건가.
부모님이 엄 못,부모님이 엄하셔서 못 나가
니가 얼마나하다고시,니가 얼마나 소중하다고 그러시냐
진짜 넘이야,나 진짜 넘 충격이야
"저런를 왜 거야? 찌라시도 아니고, 최소한 메이저급 언론사에를 해야 믿지.","저런 제보를 왜 믿는 거야? 찌라시도 아니고, 최소한 메이저급 언론사에 제보를 해야 믿지."
##가 더럽다. 누가 그림을?,벽지가 더럽다. 누가 그림을 그린 거야?
너 요즘 15살는 아저씨랑거더라,너 요즘 15살 차이나는 아저씨랑 만나는거 같더라
이거 너무서겠어 ㅠ,이거 너무 무거워서 못 들겠어 ㅠ
먹어서 얼굴이 팅팅었네,어제 라면 먹어서 얼굴이 팅팅 부었네
##도 선 요새는 맞는 말 해도 공갈 협박이라고 고소장 보냄,악플도 선 넘긴 하는데 요새는 맞는 말 해도 공갈 협박이라고 고소장 보냄
##은 원나잇 보수,어른들은 원나잇 진짜 보수적이네
너 패못,너 패알못이네
처음에 왕따 논란 떴을 땐 거의 폭행에 먹는 수준의 왕 줄 알았는데 뭐 숙소에 놓고 자기들끼리 갔다? 이런 거던데 ….,처음에 왕따 논란 떴을 땐 거의 폭행에 심한 욕 먹는 수준의 왕딴 줄 알았는데 뭐 숙소에 놓고 자기들끼리 갔다? 이런 거던데….
그니까 ㅋㅋ 근데 숙소랑 연습실 거리도 100가 안 된다며 그게 뭘 놓고 가는 거임 지가 거지,그니까 ㅋㅋ 근데 숙소랑 연습실 거리도 100m가 안 된다며 그게 뭘 놓고 가는 거임 지가 알아서 가는 거지
ㅗㅜㅑ향,ㅗㅜㅑ취향 독특하네
임신하면 너 거야,만약에 임신하면 너 어쩔 거야?
야하러?,야 오늘 한잔하러 고?
야 이제 그런걸로 욕도야지 다밥줄끊기고 하는데 안그렇자나,야 이제 그런걸로 욕도 그만해야지 자영업자들 다밥줄끊기고 하는데 외국은 안그렇자나
,그래도 안돼.
싸게 척하면서 결국에는 제 받,싸게 파는 척하면서 결국에는 제 값 받잖아
좀 더럽다 ; ; 다시는 말 하지마라ㅋㅋ,좀 더럽다;; 다시는 그런 말 하지마라ㅋㅋ..
겉멋이 아니고 맞아서 그래 ~,겉멋이 아니고 노래가 잘 맞아서 그래~
그냥 건강다고 거지 왜 그렇게하니?,그냥 건강 챙긴다고 그러는 거지 왜 그렇게 말하니?
어디 가서 그렇게 마 남들받는다,어디 가서 그렇게 말하지 마 남들 상처받는다
##하지 하루도 견딜수.,복수하지 않으면 하루도 견딜수 없어요.
섹시한 애들 전부 블되던,인스타 섹시한 애들 전부 블락되던데
그때해준 남자?,그때 소개해준 남자 어땠음?
##냄새나....,왜 입냄새나....?
##은 능력을 떠나서 무기력해,요즘 젊은이들은 능력을 떠나서 너무 무기력해
밉상 그렇게 잔인한 하니?,아무리 밉상이지만 그렇게 잔인한 말을 하니?
일본의 식민지배가 잘한거라고 소리를 듣도 너는도 안나냐?,일본의 식민지배가 잘한거라고 말하는 소리를 듣곧도 너는 화도 안나냐?
##키는 군인들 그러냐,나라지키는 군인들한테 왜 그러냐
,맞긴하잖아
ㅋㅋㅋ 라도 행복,ㅋㅋㅋ그래 그렇게 라도 행복해야지
껴안고 있는 부부 유골이됐. 신기하다. 사랑의 힘을 믿은 것 같대.,중국에서 껴안고 있는 부부 유골이 발견됐대. 신기하다. 사랑의 힘을 믿은 것 같대.
삼족을 잡아가 반란 되는 거지,북한은 삼족을 잡아가니까 반란 관리가 되는 거지
