masked,original
처자가 아주 순,이 처자가 아주 순하네
##ㅋ 어떻게 퇴직금이 50억이야?ㅋ,ㅋㅋㅋㅋㅋ 어떻게 퇴직금이 50억이야? ㅋㅋㅋ
요즘 인생이 왜이렇게가없냐 뭐는거사람?,요즘 인생이 왜이렇게 재미가없냐 뭐 재밋는거 아는사람?
사람이 콘 망한 정치판라던데 ㅋㅋ,어떤 사람이 콘 망한이유가 정치판 때문이라던데 ㅋㅋ
##슨데 너까지 ㅠ,안그래도 스트레슨데 너까지 왜그래 ㅠ
구걸,쌀 떨어지면 구걸하는거지
아빠 뺏어서 것,아빠 양복 뺏어서 입은 것 같음
##게만,엄마한테 물어볼게 잠시만
야 내가 세상에서 진짜 싫어하는 뭔 암,야 내가 세상에서 진짜 싫어하는게 뭔줄 암 ?
다 거지.,사람마다 다 사정이 있는 거지.
##들 감성이니 뭐니 짜증나네,요즘 카페들 감성이니 뭐니 하는거 짜증나네
##신 아니면 어떤 소속사가 아이돌을 내보내?,혼전임신 아니면 어떤 소속사가 현역 아이돌을 내보내?
우리 다리도 저기 카페에서 쉬다 갈까?,우리 다리도 아픈데 저기 카페에서 조금 쉬다 갈까?
"##되 진짜, 이번생은 망한듯.","나도 후회되 진짜, 이번생은 망한듯.."
[UNK] [UNK]냐,[UNK] [UNK] 하는데 웃기지않냐
그니까 내말이 왜저러는지 나도데줄사람?,그니까 내말이 왜저러는지 나도 이해가 안가는데 알려줄사람 ?
##은 사람도 있나?,축구선수들은 똑똑한 사람도 있나?
##자하니냐?,듣자하니 뭐래냐?
그러는 너는 니 맨날 놓고,그러는 너는 니 물건 맨날 집에 놓고와서
그니까 그짓을 선수가,그니까 그짓을 저 선수가 한다고요
예쁜애들은 많이하고도 많이하네,예쁜애들은 결혼도 많이하고 이혼도 많이하네
잘 거 같드만,잘 사는 거 같드만..
##이랑 만나는 어디 쉽,재벌이랑 만나는게 어디 쉽냐
,아니 못봤는데
입이냐,야 너만 입이냐?
왜 사는지 이해가,왜 저러고 사는지 나도 이해가 안간다
##게 넘쳐나는 꼭 개를 하나요?,먹을게 넘쳐나는 시대에 꼭 개를 먹어야 하나요?
,그거 편견이야
대수비로 들어가서으로 던지게,대수비로 들어가서 실책으로 게임을 던지게 하나
못나보다,세월은 못 이기나보다
,본인도 안타까울 거야
10억 주면 감옥갈 말,10억 주면 감옥갈거야 말거야?
##할 때 아빠 손 잡고하지?,왜 결혼할 때 아빠 손 잡고 들어가야하지?
##랑 엄마가 다 안 닮 날 떠넘긴다,아빠랑 엄마가 다 자기 안 닮았다고 날 떠넘긴다
##하려면 프로은 먹어줘야지 ~,헬스하려면 프로틴은 먹어줘야지~
쟤가 멸종임,쟤가 있는데 왜 멸종임?
멸종,멸종위기잖니?
완전 그리고 젊어서 그런지 속궁합도 잘,완전 귀여워 ㅠㅜ 그리고 젊어서 그런지 속궁합도 잘 맞고
사우나에 게르 이런거 넣는 효과 있는 거냐?,사우나에 게르마늄 이런거 넣는거 효과 있는 거냐?
##까진데 했어?,과제 오늘까진데 했어?
중견에서 9급 옮기 지방으로 가야됨 너네는,중견에서 9급 옮기는데 지방으로 가야됨 너네는 가냐?
집에서 방콕하는 멍청한가니까,집에서 방콕하는 나만 멍청한가 싶다니까
,그게 정상이지
인도코끼리가!,갑자기 인도코끼리가 왜 나오니!
너도 하다가 걸린거 내가 넘어 가줬잖아,너 저번에도 나한테 거짓말 하다가 걸린거 내가 넘어 가줬잖아
##지,비꼬지 말아라.
나같은 자식ㅋㅋ,나같은 자식 낳으면 축복이지ㅋㅋ
땐 얼굴 80 몸매 20이라고 생각했는데 나이들 몸매가 더 듯,어릴 땐 얼굴 80 몸매 20이라고 생각했는데 나이들수록 몸매가 더 중요한 듯
그게 여자랑,그게 여자랑 무슨상관이에요
< BJ건우 < 코 > 름 인 사기 방송 접고 자숙,<BJ건우< 코>름>인 사기 때문에 방송 접고 자숙한다더니
서울에 왜 살아?서 더 아파트 되지 ㅋㅋ,서울에 왜 살아? 지방에서 더 좋은 아파트 살면 되지 ㅋㅋ
생각도 없음 ㅋㅋ,어차피 서울에 살 생각도 없음 ㅋㅋ
너의 팩폭 뼈가 골절된 것,너의 팩폭 때문에 뼈가 골절된 것 같아…
전원는 법 몰라서 옆 사람한테 도와달라고ㅋ,나 전원 키는 법 몰라서 옆 사람한테 도와달라고 했음ㅋ
근데 냄새는 여전 그래서싫어,근데 담배 냄새는 여전하더라 그래서 가기싫어
아동학대는 [UNK] 소관,아동학대는 [UNK] 소관이라며?
[UNK] 갔네,[UNK] 샤넬 쇼 갔네 대단하다
돈 받고 하는데 뭘긴다고 그래,돈 받고 하는데 뭘 시간을 뺏긴다고 그래
여성도졌,여성 유튜버도 많아졌던데
##양이들은 자꾸 어디서 나타나는,길고양이들은 자꾸 어디서 나타나는 걸까?
그러니까 ㅋㅋㅋ 그거족안되지않냐?,그러니까 ㅋㅋㅋ 그거 솔족히 말도안되지않냐?
[UNK] 마스크까 눈매 사납,[UNK] 마스크 쓰니까 눈매 사납더라.
진짜 죽는줄 알았어 넌 많이?,진짜 힘들어 죽는줄 알았어 ㅠ 넌 많이 했어?
"아니 너무 많아서 반 밖에 못 봤어, 망치 어쩌지","아니 ㅠㅜ 범위 너무 많아서 반 밖에 못 봤어, 망치면 어쩌지"
몸매들도 화보를 못 찍는 많더라.,몸매 좋은 모델들도 화보를 못 찍는 경우가 많더라.
##라 너가다,참아라 너가 선택한 게임이다
너 심해일뿐!,너 말이 심해 하나의 취향일뿐!
쟤가전에 대고 좀 받을 듯 ~,쟤가 면전에 대고 들으면 좀 충격 받을 듯~
일본 정권은 완전이 장악 이미 망한,일본 정권은 완전 우익이 장악해서 이미 망한듯
게이들은를 항문으로,게이들은 성관계를 항문으로 한다며?
요즘 걔미 짓 안해?,요즘 걔는 얄미운 짓 안해?
##지,여전히 얄밉지
##발 왜 하면 안 되냐고 물어보는 거임?,양발운전을 왜 하면 안 되냐고 물어보는 거임?
술을 많이더니 천장이 빙글빙글 도네 아오러워,오늘 술을 많이 마셨더니 천장이 빙글빙글 도네 아오 어지러워
##를 혼자서 두 병 마셨는데 안취한게 이상한거 아냐?..러워,소주를 혼자서 두 병 마셨는데 안취한게 이상한거 아냐?.. 아 어지러워
##을 수도 있지 뭘,좀 늦을 수도 있지 뭘 그래
근데 그런 거 잘 곳은 진짜 잘 맞 나 좀랬잖아,근데 그런 거 잘 맞는 곳은 진짜 잘 맞던데 나 좀 놀랬잖아
##라도.,그럼 영어라도해라.
##게,그럼 해볼게.
,좀 해봐.
,죄송합니다…
밥 옥수수 먹는 옥수수다이트,밥대신 옥수수 먹는 옥수수다이어트래
옥수수만고가 되겠어,옥수수만 먹는다고 다이어트가 되겠어?
제발 이 무수정판실 분,제발 이 애니 무수정판 주실 분 ㅠㅠ
이 애니 인생이라고 걍 수정판 지려,이 애니 내 인생작이라고 걍 수정판 봐도 지려
예쁜 여자가 인기 많으면 여우짓 엄청,예쁜 여자가 인기 많으면 여우짓 한다고 엄청 욕먹더라
##들.,정말 피곤하게들 산다.
"##원인데 혜자야, JMT","1900원인데 이거 라면 혜자야, JMT"
00이 아버님직중이세요?,00이 아버님 육아휴직중이세요?
##을 하고이 일을 하고 있어요,제가 살림을 하고 집사람이 일을 하고 있어요
##세요,무슨 말씀이세요?
여자애들은 떡볶이,여자애들은 왜이리 떡볶이를 좋아하지
그런게 생김새가지고,그런게 어딨냐 생김새가지고
난 통통한 내 너무 싫었거든,난 지금까지 통통한 내 몸이 너무 싫었거든.
근데 사이즈이하는 걸 보면서 희망을 가졌어.,근데 플러스 사이즈 모델이 활동하는 걸 보면서 희망을 가졌어.
##한 내 몸도 사랑할 거야,이제부터 통통한 내 몸도 사랑할 거야.
자기 관리를 안 하는 자랑처럼 여기지,자기 관리를 안 하는 걸 자랑처럼 여기지 마.
정부 탓만 하는 좀인? 실험이라고 해서 좀 그런 거지 틀린 말은 아니잖아,정부 탓만 하는 건 좀 오바인 듯? 실험이라고 해서 좀 그런 거지 틀린 말은 아니잖아
사람야 남자야?,저 사람 여자야 남자야?
##라 자랑 하고 싶구,의미있는거라 자랑 하고 싶더라구
남자친구가 신발,남자친구가 명품 신발 사달래
자기도 나한테 한번 준 적도,자기도 나한테 명품 한번 사 준 적도 없으면서
ㅋㅋㅋ이번 기회에 서로 주거거니 봐라,ㅋㅋㅋ이번 기회에 서로 주거니 받거니 해 봐라
##를 저렇게 열심히 하는 국내 재벌 오너 보는 거 같아,SNS를 저렇게 열심히 하는 국내 재벌 오너는 처음 보는 거 같아
아쉬운 게이,아쉬운 게 있어서 열심이겠냐
깜부할아버지 생겼더라!!,[UNK] 깜부할아버지 인스타 계정 생겼더라!!
세뇌당한 [UNK],세뇌당한 젊은 [UNK]인들 안타깝다
요새다하는 여자 있어도 도와주기 무서울 것 같음.,요새 지나가다 도움 요청하는 여자 있어도 도와주기 무서울 것 같음.
노동자들이 많아서 한국인이 더 어려워진 것,외국인 노동자들이 많아서 한국인 취업이 더 어려워진 것 같아
중국인들은 벌레대.,중국인들은 벌레도 구워 먹는대.
[UNK] 사퇴,[UNK] 사퇴했던데?
,군대 가기 싫다
##게ㅋㅋㅋ,신고는 안할게ㅋㅋㅋ
게.,사는 게 너무 힘들다.
삶에 없는 것.,내 삶에 답이 없는 것 같아.
아줌마 고양이밥,아줌마 고양이밥 여기서 주지마세요
##을데와서,답장을 기다리는데 안와서
너는 사람 얼굴 아니야,너는 사람 얼굴보고 그런말 하는거 아니야
애가 것,애가 트라우마 생길 것 같다
호기심으로살 애가 화물차 몰고 도심 질주했다는 봤?,호기심으로 8살 애가 화물차 몰고 도심 질주했다는 기사 봤어?
##했냐?,뭐 말 다했냐?
##하다가 무례한 아줌마어,나 알바하다가 무례한 아줌마 만났어
때리는건,아무리 그래도 때리는건 아니지
딸배가,딸배가 뭐야
그에 야한 게,그 영화에 야한 게 보여?
아들 공장?,아들 요즘 공장 일은 어때?
,ㅋㅋㅋ 그니까
기생비처럼 생긴 게 잘생긴,기생오래비처럼 생긴 게 잘생긴 거임?
솔직히 남자는 없음ㅋㅋㅋ,근데 솔직히 현실에 저런 남자는 없음ㅋㅋㅋ
아니 짜증나게,아니 짜증나게 하잖아.
[UNK] 전남편이 에한거 봤어??,[UNK] 전남편이 [UNK]에 대해 폭로한거 봤어??
##에 초딩 떠드는 소리인거,저쪽에 초딩들 떠드는 소리인거같은데
ㅇㅈ 겜방은 여자가 보 보든 별 없지,ㅇㅈ 겜방은  여자가 보든 남자가 보든 별 상관 없지
정신이하니까,정신이 이상하니까 그랬겠지
야 정신병 있는 싸잡아서 범죄자,야 정신병 있는 사람들 싸잡아서 범죄자 취급하지마
정신병은 것 뿐이지 전부 되지는,정신병은 아픈 것 뿐이지 전부 범죄자가 되지는 않는다고
,에휴
내말이건 여자건지도 못할 행동을 하면,내말이 남자건 여자건 책임지지도 못할 행동을 하면 안돼
쟤네 부모님,쟤네 부모님 이혼하셨대
,어 왜?
다없는,다 부질없는 짓이야
같은 동아리라던 걔 갈,저번에 같은 동아리라던 걔랑 갈려고
##인데 니가 선물을 사줌? 돈보네,아빠 생일인데 니가 선물을 사줌 ? 돈 많나보네
줄래고지 아빠 좋아,아빠 줄래고 모았지 난 아빠 좋아
야 이 스이나 돌리자,야 빨리 이 어플 스밍이나 돌리자
갔다 버려라,빨리빨리 갔다 버려라!
,그냥 두세요
아범이하고오면 버릴,아범이 퇴근하고오면 버릴꺼예요
##기가 나치이랑 똑같은 거 아나 몰라,욱일기가 나치 깃발이랑 똑같은 거 아나 몰라.
넌 형성한 밖으로 나올 줄을 모르지,넌 네가 형성한 세계 밖으로 나올 줄을 모르지.
솔직히 지금 죽으나 뒤에 죽으나 죽을 때 내는 옹졸함 그대로일 거야.,솔직히 지금 죽으나 30년 뒤에 죽으나 죽을 때 내 세계는 지금의 옹졸함 그대로일 거야.
새터민들도 입대 시켜버리?,이제는 새터민들도 그냥 입대 시켜버리더라?
진짜 너무더라 ; ; ; 전쟁나면 바로머리부터 쏠아서,진짜 너무 무섭더라;;; 전쟁나면 바로 내머리부터 쏠거같아서
아 개하다한 유튜버 없냐?,아 개 심심하다 요즘 볼만한 유튜버 없냐?
나 빠진 유튜버,나 요즘 완전 빠진 유튜버 있음
도수치료 영상 벌거벗은 여자들이 나와야되는거야,도수치료 영상에 왜 벌거벗은 여자들이 나와야되는거야?
넓은 가슴은 봉 가슴은 안되냐?,넓은 가슴은 되고 봉긋한 가슴은 안되냐?
##으니까 하지,그냥 재밌으니까 하지
##이라서 눈이 시리다.,요새 겨울이라서 눈이 너무 시리다.
고양이 중성화의 목적은 개체수 조절임 불임으로 조금씩 고양이 수를 줄여 까 명확히 까야함,고양이 중성화의 목적은 개체수 조절임 불임으로 조금씩 고양이 수를 줄여가는거 까더라도 명확히 알고 까야함
중성화를 안하면 또 그건 그거대로하다고 할거 ㅎㅎ,고양이 중성화를 안하면 또 그건 그거대로 불편하다고 할거잖아요 ㅎㅎ
여자라서 ~ ~,우린 여자라서 다행~~
[UNK] 가 연기를 못해 ㄷㄷ. 믿을수가 없는데,[UNK]가 연기를 못해? ㄷㄷ 헐.. 믿을수가 없는데
내가 좀 더듬어....,내가 원래 말을 좀 더듬어.. 미안..
너거 같아,너 말이 너무 심한거 같아
##까지는 에누리드릴수 있습니다,만원 정도까지는 에누리 해드릴수 있습니다
ㅋㅋ 개인데 이걸 반응 못하네,ㅋㅋㅋ 개 꿀잼인데 이걸 반응 못하네
살이냐,야 너 몇 살이냐
[UNK] 이었음 진짜했을 거 같고했을 듯,내가 [UNK]이었음 진짜 허무했을 거 같고 억울했을 듯
ㅇㅈ 연습도 안 하면서 센터에 킬링,ㅇㅈ 연습도 안 하면서 센터에 킬링 파트에…
아다,아 재밌다
로는 애들 다 [UNK] 이유가 있어,[UNK]로 뜨는 애들 다 [UNK]인 이유가 있어
##밖에 못 잤,어제 2시간밖에 못 잤어
,미안해
##으로 사랑하는갑다.,그래도 찐으로 사랑하는갑다.
연예인들 쌩얼이랑 화장한심하네 이래서 메이크업 받나봐,연예인들 쌩얼이랑 화장한후 차이 엄청심하네 이래서 메이크업 받나봐
##해서라도 예뻐지는게 어디냐 ;,화장해서라도 예뻐지는게 어디냐;
개,개공감.
유부남 선배와 카풀 상녀 취급받을 일임,유부남 선배와 카풀하는데 상간녀 취급받을 일임?
아니 그배 여친도 다 알고있는 도대체 왜 취급을 받아야 하냐 나는?,아니 그선배 여친도 다 알고있는데 도대체 왜 이런 취급을 받아야 하냐 나는?
##들 보면 꼭 늙은사람들을 시키려고 만드는거같음 ㅋㅋ,요즘 신조어들 보면 꼭 늙은사람들을 배제 시키려고 만드는거같음 ㅋㅋ
진짜게내,와 진짜 화나게 하내
"아프간들, 5성급 호텔에 재우고 할랄까지 대령네.","아프간 난민들, 5성급 호텔에 재우고 할랄푸드까지 대령했다네."
취직거지,일본에 취직할려고 배우는거지
##더라,얼마 안해서 좋더라
어이가 없네 방송 하는건라고ㅋ 부럽나봐?,어이가 없네 방송 하는건 자유라고 생각하는데 ㅋㅋㅋ 부럽나봐 ?
나이 있어가 똥을 아무데나 싸는데 어떻게 고치지?,나 고민이 있어 우리집 강아지가 똥을 아무데나 싸는데 어떻게 고치지?
썩은 냄새 나지,어디서 썩은 냄새 나지 않니?
너 전라도 사람 지나간다고 눈치 거지,너 지금 전라도 사람 지나간다고 눈치 주는 거지?
내가 다 부끄러우니까 지역 좀,내가 다 부끄러우니까 지역 비하 좀 그만해
형. 그러다 죽는다 일을 몇개,형. 그러다 죽는다 하루에 일을 몇개 하는거야
##해. 한방이면 대박이야,형 그냥 예술해. 한방이면 대박이야
[UNK]했네,[UNK] 다이어트 성공했네
##때지 무리지,20대 초반때지 지금은 무리지
월급 모아서 내집은 죽었다 깨,월급 모아서 내집 마련은 죽었다 깨나도 어렵지
##까지놔서 더졌어,대출까지 막아놔서 더 힘들어졌어
##식한.,저런 고지식한 사람.
##이지 ~,야 장난이지 장난~
항아리에 간장해서 다뤄.,항아리에 간장  들었으니까 조심해서 다뤄.
##으시,그만 비웃으시죠
자기 스스로 나없이 애 어떻게 키울려고 ~ 이 생각하는거 아닐까요? 맡길사람은 생각도 안하는데 벌써부터 황혼아 생각중이라 나아님 애 봐줄사람 없을껄 ~ 이생각인듯요. 물론 애봐주는 비용도 주겠지 생각중일듯,자기 스스로 나없이 애 어떻게 키울려고~ 이 생각하는거 아닐까요? 맡길사람은 생각도 안하는데 벌써부터 황혼육아 생각중이라 나아님 애 봐줄사람 없을껄~ 이생각인듯요. 물론 애봐주는 비용도 주겠지 이것도 생각중일듯요
~ 발시리,아이고~애기 발시리겠다
##을겨야지!!,애기 양말을 신겨야지!!
나 먹는데 여자가 모텔 가자 그래서 거절하고 도망쳐 나옴,나 방금 술 먹는데 웬 여자가 모텔 가자 그래서 거절하고 도망쳐 나옴
##도 못 보고 갈까봐잖아.,니 결혼식도 못 보고 갈까봐 그러잖아.
결혼해서 떡꺼비 같은 손자드릴.,결혼해서 떡뚜꺼비 같은 손자 안겨드릴께요.
결혼식까지 기다릴꺼 없이 언제든 녀석 내에 안겨 놔,결혼식까지 기다릴꺼 없이 언제든 손자 녀석 내 품에 안겨 놔.
##ㅋㅋ저딴 어떻게?,ㅋㅋㅋㅋ저딴 생각을 어떻게 함?
,정말 미안해
쟤들은 매일하게데 어째 용케 계속 산다?,쟤들은 매일 살벌하게 싸우는데 어째 용케 계속 같이 산다?
##도한 애다.,걔도 진짜 너무한 애다.
##한테는 [UNK] 처럼 금융치료 본보기를 보여줘야 해,악플러들한테는 [UNK]처럼 금융치료 본보기를 보여줘야 해.
걸 사이즈 나오지 않냐,걸그룹 의상 보니까 사이즈 나오지 않냐
,둘다 여자래
가수도던데... 저게.,가수도 노벨상 받던데... 저게 뭐라고.
애초에 상 지됐다니까.,애초에 상 권위 떨어진 지 오래됐다니까.
왜 자꾸 입국한 아프간 난민이 한국을 해,왜 자꾸 입국한 아프간 난민이 한국을 도왔다고 해?
떡까? 시떡,떡 사다 먹을까? 시루떡
넓어야 남자아니가,마음이 넓어야 남자아니가
넓어야 여자,이해심이 넓어야 여자다
니는씨가네,니는 진짜 마음씨가 곱네
빼고 다니는 기분이네..,나만 빼고 다 놀러 다니는 기분이네..
##으니까,웃으니까 예쁘다
##으면 되니까 탈모 ㄱㄱ.,그래도 머리는 심으면 되니까 탈모 ㄱㄱ.
경상도 택시가 제과으로 들이박았네,경상도에서 택시가 제과점에 정면으로 들이박았네
"집에서, 개똥을","집에서 나왔는데, 개똥을 밟았어"
니으라고 한 말,니 웃으라고 한 말 아닌데?
아 65세 이상도 성인 반이라도야 된다니까,아 65세 이상도 성인 요금 반이라도 내고 타야 된다니까
##도 따면서 스펙 쌓아야 취업도 잘되지.,자격증도 따면서 다양한 스펙도 쌓아야 취업도 잘되지.
##서게 아니야?,예뻐서 그러는게 아니야?
그런 식으로 따지면 밑도,그런 식으로 따지면 밑도 끝도 없어.
아까 그분이 너희 아버지,아까 그분이 너희 아버지셔?
당연하지. 너희 아버지는 일?,당연하지. 근데 너희 아버지는 어떤 일 하셔?
그냥 태지,맞아 그냥 근무 태만이지
지방대 나와서 9급 공무원하는 애들 사는 듯,지방대 나와서 9급 공무원 준비하는 애들 진짜 힘들게 사는 듯
사람이데 니가 뭔야 ㅋㅋ,그 사람이 하겠다는데 니가 뭔 상관이야 ㅋㅋ
죽였는데 저거 안된다고?,사람을 죽였는데 형량이 저거 밖에 안된다고?
##이 너무 더러워서 청소!,오늘 공원이 너무 더러워서 청소했습니다!
,ㅜㅜ 너무 하네요
이번 대선은 누가 놈인가 찍는 선거,이번 대선은 누가 덜 나쁜 놈인가 찍는 선거다
너는랑 김치만 먹는 고아보다 못한냐?,너는 된장찌개랑 김치만 먹는 생활이 고아보다 못한 생활이냐?
##한 여자들,요즘 문신한 여자들 많던데
아님 문신도야,아님 문신도 그냥 취미야
친자 해본 사람 ㅋㅋ 하게 생겼다,친자확인 해본 사람 있냐 ㅋㅋ 나 하게 생겼다
손이 하면 일단 무조건이야,손이 닿기만 하면 일단 무조건 쌍방이야
,그냥 안보면 되잖아
##박3일 오토바이로 전라도,2박3일 오토바이 투어로 전라도 갑니다
아 부럽다 내은에 너무 야해,아 부럽다 내 남친은 선물에 너무 야박해
,그게 뭔데?
한국 랩들은 마약하다가는 애들이,한국 랩퍼들은 마약하다가 잡히는 애들이 많네
##퍼들이 대마 정도는 손쉽게 하니까,미국 본토 랩퍼들이 대마 정도는 손쉽게 하니까
##거지,그런거 보고 배우는거지
ㅇㅈ 크루엘라은 완전 사나운 할머 왜 그때는 다르다고 욕 안 함?,ㅇㅈ 크루엘라 원작은 완전 사나운 할머닌데 왜 그때는 다르다고 욕 안 함?
##스러운..,너무나도 실망스러운데..
어린 애부터 할아버지까지 걸까?,어린 애부터 할아버지까지 나한테 왜 그러는 걸까?
##한 거 못 참는 성격이라,궁금한 거 못 참는 성격이라 그래
너살인마 기사??,너 그 스토커살인마 기사 봤냐??
꿈이 현처라 여자들,꿈이 현모양처라는 여자들 많더라
##던 시키,어던 시키에요?
지능이을수록 친구가 없어진,지능이 높을수록 친구가 필요 없어진대
돈 있는 더 거지,그냥 돈 있는 사람이 더 내는 거지
##지 이던데?,어 명품지갑 이던데?
니거거가 어딨냐 걍으니까지,니거 내거가 어딨냐 걍 재밌으니까 쓰는거지
[UNK] 산 소금을 국산 천일염들 검거당했다,[UNK]산 소금을 국산 천일염으로 속인 업자들 검거당했다
근데 자체가 원래 더럽다 정제염이 이런거나 써야,근데 천일염 자체가 원래 더럽다던데 정제염이 이런거나 써야한대
"요즘은 주린이, 골이에 이어서 테린이가","요즘은 주린이, 골린이에 이어서 테린이가 유행이래"
그니깐 인기많은 [UNK] 들은벌,그니깐 인기많은 [UNK]들은 돈도 잘벌더라
우리 엄마가 밤까지 안시는 걱정되네.,우리 엄마가 밤 늦게까지 안 들어오시는데 걱정되네.
인도는 진짜 죽었으니까할만하지,인도는 사람 진짜 많이 죽었으니까 분노할만하지
사람죽은건 맞아서낼만하지,그래도 사람많이죽은건 맞아서 화낼만하지
,배고파 죽겠다
,여기 공기 좋다
"요새 전문대도 취업니까, 전문대 다닌다들 필요 전혀 없다.","요새 전문대도 취업 잘되니까, 전문대 다닌다고 주눅들 필요 전혀 없다."
남자들은 게이를해하는?,남자들은 왜 게이를 불편해하는 걸까?
그냥 자신이 성적으로 전락되는 게 건 아닐까,그냥 자신이 성적대상으로 전락되는 게 싫은 건 아닐까?
식으로 것도 가능하겠네.,뭐 그런 식으로 생각하는 것도 가능하겠네.
##치 자체가 문제가 걸 왜 모르지,더치페이 자체가 문제가 아니라는 걸 왜 모르지
[UNK] 대 것,[UNK]대라고 했던 것 같은데
##기 또 나를마땅 하네.,졔기 또 나를 못마땅해 하네.
야 너 내가 돈줄 테니까 한값,야 너 내가 돈줄 테니까 담배 한값 사와
집이 거지란,우리 집이 거지란 말이야?
전를 죽여서 암매장,전 여자친구를 죽여서 암매장했다고?
다들 가서 할아버지벗도 해 해라.,다들 집에 가서 할아버지 말벗도 해드리고 해라.
##로우니까 이러시,외로우니까 이러시잖아.
중국인들은 믿고걸,중국인들은 진짜 그렇게 믿고 있을걸
,왜?
성범죄자가네,성범죄자가 이번에 출소한다네
보니까 본인도 좀 드신거 같은데 그냥 조용히 집에세요,보니까 본인도 술 좀 드신거 같은데 그냥 조용히 집에 들어가세요
##라도 하게?,왜 경찰에 신고라도 하게?
[UNK] 씨가 어때서? 씨 정말 여자라구,[UNK]씨가 어때서? 이제 [UNK]씨는 정말 여자라구
##면 지금 일이 딱이겠네?,네 말대로면 지금 일이 나한테 딱이겠네?
##니까가 안 땡기는 시기가 다 오네.,나이 드니까 고기가 안 땡기는 시기가 다 오네.
예전엔 완전 육식파였는데 요즘은 고기 부대서 싫어,예전엔 완전 육식파였는데 요즘은 고기 먹으면 부대껴서 싫어.
너도서?,너 어제도 결석했다면서?
"어, 그냥듣기싫 쨌음 ;","어, 그냥 수업듣기싫어서 쨌음;"
##하는 년 만나어,운동하는 년 만나 봤어?
##일 땐 가장 게 북한이지,우리 편일 땐 가장 든든한 게 북한이지
왜 같은 건 살면 안,왜 나 같은 건 살면 안 되냐?
아모임 너무 많이 별로,아 조별모임 너무 많이 시켜 별로야
아 졌어운 심각한,아 또 졌어 팀운 심각한데
##도 갔다왔었어 ; 요즘에 성인여드름 때문에나 있어,어제도 갔다왔었어; 요즘에 성인여드름 때문에 꽤나 고생하고 있어
[UNK] 이랑 [UNK] 이 cc 이제 얼굴 어떻게 보냐,[UNK]이랑[UNK]이 헤어졌던데 cc였는데 이제 얼굴 어떻게 보냐
[UNK] 랑 [UNK] [UNK]하면서 찍,[UNK]랑 [UNK] [UNK] 여행하면서 리얼리티 찍더라
개 [UNK] 이이 고향이잖아,개네는 [UNK]이 여행이 아니고 고향이잖아
아 그래서 자가격리도 안하는거네 인인거음,아 그래서 자가격리도 안하는거네 [UNK]인인거 몰랐음
완전 돈많고 금수저에 얼굴하고,완전 부러움 돈많고 금수저에 얼굴 이쁘고 유명하고
##들 사이즈 좀 큰거로 다 다시될까봐 ㅋㅋ,옷들 사이즈 좀 큰거로 다 다시 새로 사야될까봐 ㅋㅋ
##ㅋ 사는 이유도 가지가지다 그냥 중독이라는 걸 좀 인정해,ㅋㅋㅋ 옷 사는 이유도 가지가지다 그냥 쇼핑 중독이라는 걸 좀 인정해
머리에서 기름이 줄줄 흐르는 언제 감?,머리에서 기름이 줄줄 흐르는데 머리 언제 감았어?
아무리 친구지만 머리는 좀 나와야 아냐?,아무리 친구지만 머리는 좀 감고 나와야 하는거 아냐?
2는게 소리야,2프로가 부족하다는게 무슨 소리야
"응응, [UNK] 같은 막서하는거야!","응응, [UNK] 같은걸로 막 그려서 제작하는거야!"
아들이 고작 밥 때문에 저렇게 말 했겠냐 평생 게 터진거지,아들이 고작 밥 때문에 저렇게 말 했겠냐 평생 쌓아온 게 이제 터진거지
##정 하느라 하루가 갈듯,정리정돈 하느라 하루가 다 갈듯
근데 뭐 잡 학생들 시키,근데 뭐 잡무는 다 학생들 시키잖아
##은 짱깨?,오늘 점심은 짱깨 어때?
남편이에 야동을거 같아.. ㅠ,남편이 휴대폰에 야동을 모아 두는거 같아.. ㅠ
그래서 한번보려고. 말해도 안고치면 뭐 헤어져야지.,그래서 한번 말해보려고.. 말해도 안고치면 뭐 헤어져야지..
##만한 거리라도 있어야 하는데 이거는 도저히..,그래도 뭔가 해볼만한 거리라도 있어야 하는데 이거는 도저히..
[UNK] 은 택시기사가다고 해줘도 택시기사를,[UNK]은 택시기사가 이쁘다고 해줘도 택시기사를 욕하더라
,얼른 자.
엄마아빠 유전,엄마아빠 유전이야.
##하기,사회생활하기 너무 힘들다
[UNK] 같은 빡돌움,[UNK] 같은 사람이 빡돌면 무서움
와 ㅋㅋ 그러면 역대 사건으로 찍힐거같은데 하고 안하고 입대 시키는건가,와 ㅋㅋ 그러면 역대 사건으로 찍힐거같은데 안타깝기도 하고 검사는 안하고 입대 시키는건가
선배가 원주 캠이나 신촌 캠이나 다 같은 [UNK]죽지 말라.,선배가 원주 캠이나 신촌 캠이나 다 같은 [UNK]라고 기죽지 말라 하더라.
야구선수들은 금 다니는 게이냐?,야구선수들은 금 목걸이 하고 다니는 게 유행이냐?
다같이 해서 끼고 다니나봐 ㅋㅋㅋㅋ,다같이 공동구매 해서 끼고 다니나봐 웃김 ㅋㅋㅋㅋ
##생이 배달한테 갑질,고대생이 배달원한테 갑질했다는데
게임 그만하고 나랑까ㅋㅋ,게임 그만하고 나랑 놀자니까ㅋㅋ
니 걸ㅠ,니 말 들을 걸 그랬다ㅠ
