masked,original
,뭐가 배아파.
난로 여성인권이 더 악화될 생각해,난 리얼돌로 인해 여성인권이 더 악화될 거라고 생각해
질투가 실제 인격권에 미칠까봐 걱정된다 거지,질투가 아니라 실제 인격권에 영향을 미칠까봐 걱정된다는 거지
동물원에 있는들이,동물원에 있는 동물들이 너무 불쌍해
머리는 어땠고 상의는 뭐입었어? 백은 무슨백이었어 이것까지 인증ㄱㄱ 뒷모습만니까는사람듯,머리는 어땠고 상의는 뭐입었어? 백은 무슨백이었어 이것까지 인증ㄱㄱ 뒷모습만 봤다니까 못믿는사람 많은듯
머리 짧 다 페미 ㅋㅋ,머리 짧다고 다 페미하는건 아님 ㅋㅋ
입고 다니면 돈 자랑이냐,명품 입고 다니면 돈 자랑이냐?
그래도 한때 유명했던 사람이 죽어서한다는게 그렇게하심?,그래도 한때 유명했던 사람이 죽어서 추모한다는게 그렇게 불편하심?
아무리 그래도 머리 좋은 애는 못,아무리 그래도 머리 좋은 애는 못 따라가.
결국은 엉덩이,결국은 엉덩이 힘이더라.
아니 여자애는 연기 못했던,아니 그 여자애는 연기 못했던 것 같어
와 꼬맹이 이렇게 생겼냐,와 이 꼬맹이 왜 이렇게 잘 생겼냐
##생기면 다 오빠..,잘생기면 다 오빠임..
크면 잘 상이야,크면 잘 클 상이야
이걸 먹으라고 주는,이걸 먹으라고 주는 거야?
ㅇㅇ야지,ㅇㅇ 당연히 보내드려야지
야 너를 낳고 길러주신 분 안 되지 ; ;,야 그래도 너를 낳고 길러주신 분인데 그러면 안 되지;;
혹시 지에 튈 그러는건가?,혹시 지 마스크에 침 튈까봐 그러는건가?
그러니까 치 의한 살인은 시신 훼손도.,그러니까 치정에 의한 살인은 시신 훼손도 심하다던데.
,와 진짜 대박이다
##같다.,쟤 얼굴 애기같다.
[UNK] 얼굴이 폭삭 상했다암이었구만,[UNK] 갑자기 얼굴이 폭삭 상했다 했는데 혈액암이었구만
##크할 거란 말 안했었나?,내가 나 딩크할 거란 말 안했었나?
태국 애들이 1위 댓글 테러,태국 애들이 [UNK] 1위 아니라고 댓글 테러한대
걔가 걸,걔가 말 또 걸었어
진짜 꼴도 보기,진짜 꼴도 보기 싫었겠다
##함?,아픈데 화장함?
내가 좋아하는 아이돌 그룹은 기획력도 애들 얼굴도생겼 기획력이 별로야.,내가 좋아하는 아이돌 그룹은 기획력도 좋고 애들 얼굴도 잘생겼는데 기획력이 별로야.
##들이 동네 성관계를 하고 말세다,미성년자들이 동네 놀이터에서 성관계를 하고 말세다
##ㅋ지어 버리네 말이 안통함,ㅋㅋㅋ 무조건 단정지어 버리네 말이 안통함
연금당했어 보고살아,연금 박탈당했어 뉴스 좀 보고살아
"아, 어제하다가 바늘에 찔","아, 어제 바느질하다가 바늘에 찔렸어."
"야, 여자가 반드시 바느질을 해야 건.","야, 여자가 반드시 바느질을 잘 해야 하는 건 아니잖아."
##를 저렇게하고 죽여놨다?,고양이를 저렇게 잔인하고 죽여놨다고?
말도 못하는 죽일까,말도 못하는 애들은 왜 저렇게 죽일까
##도 하고 가정거?,요리도 하고 가정적인거 같은데?
##자고 하는 소리지,그건 그냥 웃자고 하는 소리지
상대방이 불쾌해하면 그건 이미자고 하는야,상대방이 불쾌해하면 그건 이미 웃자고 하는 소리가 아닌거야
아니 면허 시험 때 운전한 게이야,아니 작년 면허 시험 때 운전한 게 마지막이야.
##가 너무 맛있어서 땔수가,주스가 너무 맛있어서 입을 땔수가 없네
아니 냄새좋냐고니까 니가 먼저 시비걸었잖아,아니 내가 향수 냄새좋냐고 물어보니까 니가 먼저 시비걸었잖아
불륜 얼마나 갈니?,불륜이 얼마나  갈거같니?
니가 흥분임,그거 니가 흥분해서 그런거임
그 연예인 누구 음주운전 나락 조심,그 연예인 누구 음주운전으로 나락이던데 조심해
남자는 인도.,내 남자친구는 인도 사람이야.
##당해서 존경해야할 인물임,정치판에서 양념당해서 그런거지 존경해야할 인물임
한국처럼 양치 나라,한국처럼 양치 열심히 하는 나라 없지
##했네?,주식 떡락했네?
거지누,개미들 벼락 거지 됐누
여자 이름 지을 때 왜 꼭'순'거지,여자 이름 지을 때 왜 꼭 '순'을 넣는 거지?
이게 다 남녀 갈등하자고 아이디어 내는 그렇게 발끈할 일인가? ;,이게 다 남녀 갈등 완화하자고 아이디어 내는 건데 그게 그렇게 발끈할 일인가?;
##물은 잘한 일이지,해외에 독도 전시물은 잘한 일이지
얼마 유명 학교에서 학교폭력하려고 했다,얼마 전에 유명 학교에서 학교폭력 은폐하려고 했다더라
##들이 은폐하려고대,선생들이 앞장서서 은폐하려고 했대
##갰다급이네ㅋㅋㅋㅋ,간만에 쪼갰다 개콘급이네ㅋㅋㅋㅋ
추모질깐,추모에서 끝나질 않으니깐
애가 너무 서데?,저기 애가 너무 서럽게 우는데?
##했어. 목숨보다도 더.,난 당신을 사랑했어. 목숨보다도 더.
지금 이야기 하는 거 아니잖아. 전 때문에 날 버렸,지금 이야기 하는 거 아니잖아. 전 부인 때문에 날 버렸잖아.
지나간 다시서자는거야?,지나간 일 다시 꺼내서 어쩌자는거야?
제발 음주운전은 빡 잡 그놈의 때문에 얼마나 많은 가정이 파탄나는거냐,제발 음주운전은 빡세게 잡자 그놈의 음주운전 때문에 얼마나 많은 가정이 파탄나는거냐
준비 안 된 후보와 함량 미달,준비 안 된 후보와 함량 미달 후보의 차이는?
둬,그냥 내버려 둬
##벌에이면 꿀벌에인 것은 아무것도 아닙니다.,말벌에 쏘이면 꿀벌에 쏘인 것은 아무것도 아닙니다.
##들이 주니까 계속 나오지,시청자들이 봐 주니까 계속 나오지.
##껄 필요하면 나한테 내가 잘거든!,아닐껄 필요하면 나한테 말하면 내가 잘 사주거든!
부작용에 꼭 다 하길 바란다,부작용에 대한 책임을 꼭 다 하길 바란다.
밤 다니겠어,밤길 무서워서 못 다니겠어
##할 때 보니까 싹싹 잘하,알바할 때 보니까 싹싹하게 잘하더라
##찬 또 겁탈시도했...,전자발찌찬 범죄자가 또 겁탈시도했데...
당신 마누라도보면서 할겁니다,당신 마누라도 티비보면서 그런 생각 할겁니다
할아버지 한가닥 하셨,할아버지 예전에 한가닥 하셨댄다
넘어서도 짝이 없으면 우리할래?,마흔 넘어서도 서로 짝이 없으면 우리 결혼할래?
아니면 울고 기쁘 웃어야지?,아니 슬프면 울고 기쁘면 웃어야지 왜?
한강 다리에 자살예방 만든 사람,한강 다리에 자살예방 문구 만든 사람 누구냐?
게,차라리 없애는 게 낫지
놀이터에서 어떤 이백충이백충던데 무슨일까?,놀이터에서 어떤애가 이백충이백충 거리던데 무슨 뜻일까?
부모 200 200충이..,부모 월급 200이면 200충이래..
맞아 말 시키고 잔소리 짜증,맞아 자꾸 말 시키고 잔소리해서 짜증났어
학대돼서 그런가?,아동 학대 사건이 주목돼서 그런가?
으휴 것들은 해야 왜 안될까,으휴 그런 것들은 처벌을 해야되는데 왜 안될까
##같으면 무조건 무기징역...,미국같으면 무조건 무기징역이야...
직장 상사는 항상 내리는걸 좋아하는,직장 상사는 항상 남을 깍아 내리는걸 좋아하는걸까
오우야 비둘기,오우야 비둘기 겁나 많아!
##은 함?,공익은 어떤 일 함?
##머리아니라고 인간들아,프라이머리 표절아니라고 인간들아
진짜 상 시절,이게 진짜 상남자 시절 아니냐
그런 좋나 맨날 보이니까 궁금하긴 하더니,그런 거 효과 좋나? 맨날 보이니까 궁금하긴 하더니
전센 뭐 니가 우리 집게,전센데 뭐 니가 우리 집 주게?
##까,느낌아니까ㅋㅋ
자소설,자소설 써야하는데.
##해서 죽인 사람 뉴스?,여자친구 폭행해서 죽인 사람 뉴스봤음?
근데 [UNK] 은능장애 딸 친구한테 뭘 어떻게 했길래을 받은거야?,근데 [UNK]은 성기능장애라는데 딸 친구한테 뭘 어떻게 했길래 무기징역을 받은거야?
"그러게 ~ 자세히주질, 보기드문 형량이 궁금하기만 하다.","그러게~ 자세히 일러주질 않는데, 보기드문 형량이다보니 궁금하기만 하다."
초등학생 때는게 진짜 ㅋㅋ,초등학생 때는 하고싶은게 진짜 많았는데 ㅋㅋ
너했어? 그건 또 색이냐?,너 머리 염색했어? 그건 또 무슨 색이냐?
멸치에서 맹독 졸복이됐다,일본산 마른 멸치에서 맹독 졸복이 발견됐다
##주 먹으면 된당께,쏘주랑 먹으면 소독 된당께
##가 160?,남자 키가 160이라고?
와 그거 멍 소름이 안전벨트 안 한 거 확인하고 확 올리,와 그거 멍 소름이더라 안전벨트 안 한 거 확인하고 속도 확 올리던데
잠자리 한 번을 안하고 사는 부부가,요즘엔 잠자리 한 번을 안하고 사는 부부가 많대
##셔서 다짜 방송평가를 하세요?,갑자기 찾아오셔서 다짜고짜 방송평가를 하세요?
##해 죽,피곤해 죽겠어 정말
,나는 남자를 좋아해
,운동 좀 해
##할,운동할 시간이 어딨어
,시간이 왜 없어
##이냐? ㅋㅋㅋ,진짜 무슨 자신감이냐?ㅋㅋㅋ
열번 찍어 안 나무 없다는 없어져야해,열번 찍어 안 넘어가는 나무 없다는 말은 이제 없어져야해
그런 속담이야말로 스토킹해주는 말이,그런 속담이야말로 스토킹을 포장해주는 말이니까
##려고 그렇게까지 해야해?,가방 하나사려고 그렇게까지 해야해?
북한 박살이,북한 경제가 박살이 났데
##ㅋ한 번?,ㅋㅋㅋ한 번 시켜봐?
나도 김에 저렇게 좀 해겠다,나도 이 김에 저렇게 좀 해 봐야겠다.
법이 이렇게 솜방망이니 악덕들이지,법이 이렇게 솜방망이니 악덕 업주들이 늘어나지.
##이랑 애는 다섯 정도 낳고 싶다.,나중에 여친이랑 결혼하면 애는 다섯 정도 낳고 싶다.
##히 다물,응 얌전히 다물어
어이가없네망한 방법,어이가없네 해괴망칙한 방법
네다니는 50 가 뽑았겠지,네 옆에 지나다니는 50%가 뽑았겠지
[UNK] 거리를하네,요즘도 [UNK]가 거리를 활보하네
죽여놓고 심신미약 감형을 때려,뭔 사람을 죽여놓고 심신미약이라고 감형을 때려
여경이 무고한 흑인을 쏴죽,미국에서 여경이 무고한 흑인을 쏴죽였대
##에서 어떤 쩍벌녀 때문에 자리가 있는데도 못았어,지하철에서 어떤 쩍벌녀 때문에 자리가 있는데도 못 앉았어.
##지 된 왜 집이 없지,태어난지 몇십년 된 나는 왜 집이 없지
##는 줄 아나보네,누군 좋았는 줄 아나보네.
"##식도,지","인도식 영어도, 영어지"
돌아가려고 결혼에 그런까지 붙이냐,세상이 어떻게 돌아가려고 결혼에 그런 단어까지 붙이냐
옛날부터 취집이니 말가 또 생긴 것 뿐이지,옛날부터 취집이니 뭐니 말 많았는데 신조어가 또 생긴 것 뿐이지
사람들이 트랜스젠더를 혐오하는 많,사람들이 트랜스젠더를 혐오하는 경우가 많잖아.
트랜스젠더에 대한 혐오를 이해 하는.,트랜스젠더에 대한 혐오를 이해 못 하는 건 아니야.
얻어먹 하드나?,내가 맨날 얻어먹기만 하드나?
살지 마라..,얘들아 주택가에 살지 마라..
##거 아니가,이러다 나라 망하는거 아니가
저 집 아버지는반신,저 집 아버지는 하반신 마비래
,지긋지긋하다
카멜온,카멜레온 키우고 싶어
##같지 않아 힘들다,마음이 내맘같지 않아 힘들다
##친 직업 자꾸 생각하는 것 같아 한 소리야.,네가 전남친 직업 좋아서 자꾸 생각하는 것 같아 한 소리야.
##으니까 너랑은 말 더이상 할래,됐으니까 너랑은 말 더이상 안 할래.
,눈길 주지마
##하네,예쁘긴하네
##한번 해볼까봐,장사한번 해볼까봐
##도 할 줄 아는,장사도 할 줄 아는 사람이 하는거지
장애인들,앞에서 장애인들 시위하네
어 봤어 장애인하라고,어 나도 봤어 장애인 인권보호하라고
,아직은 부족한가봐
,나잡아봐라
##불 사장들 많더라,임금체불 하는 사장들 많더라
그래서 나도 돈아서 그냥 신고,그래서 나도 돈 못받아서 그냥 신고 했어
너가 떨어져 나가 인생이.,너가 떨어져 나가니까 인생이 달라지더라.
믿는 [UNK] 냐,당신들이 믿는 신이 [UNK]냐?
##호한다던데 역사적인 순간,누리호 발사한다던데 역사적인 순간이다
나이가 벼슬도 아닌데 2 -들 하고,나이가 벼슬도 아닌데 2-30대들 할말은 하고 살아야지
너도 만년지는 …,너도 천년 만년 어리지는 않을텐데…
,그거 좋네 ㅋㅋ
##BM진들한테 성과급이 안 나갔네 ㄷㄷ,SLBM 개발진들한테 성과급이 안 나갔다네 ㄷㄷ
진짜 개발진들 나,진짜 개발진들 힘 안 나겠다
다른 사람 쩝쩝 걸 재미로?,다른 사람 쩝쩝거리는 걸 무슨 재미로 봐?
얘네들은 외국 나가도 국적하기 창피할 것,얘네들은 외국 나가도 국적 말하기 창피할 것 같아.
##도 찍고 부자 아닐까?,아무래도 광고도 찍고 그러니까 부자 아닐까?
집가는 길에 길거리에서 뻗어야,집가는 길에 누가 길거리에서 뻗어있는거야
##은 것 경찰에 신고하고 옴,술먹고 뻗은 것 같아서 경찰에 신고하고 옴
응.줬.,응. 엄마가 사줬어.
"헉헉,요요, 주세요.","헉헉, 저요저요, 쪽지 주세요."
와구 주인 상습적으로 성추행한 봄?,와 문방구 주인 초등학생 상습적으로 성추행한 거 봄?
이런 거 [UNK] 이,이런 거 보면 [UNK]이 훨씬 낫지
그거 다 음란물 같은 거 요청,그거 다 음란물 같은 거 삭제 요청한거래
너희들은 배달음식 다식어서 오면 어떻게? 방금 배달시켰는데 음식 완전다식어서옴. 입맛 뚝 떨어진다,너희들은 배달음식 다식어서 오면 어떻게 할거야??방금 배달시켰는데 음식 완전다식어서옴..입맛 뚝 떨어진다
##는 왜 등이 개인지 알아,낙타는 왜 등이 두 개인지 알아?
너리이 점점 것 같아 탈모 아냐?,너 정수리 머리카락이 점점 빠지는 것 같아 탈모 아냐?
##까지 날했지?,왜 이곳까지 날 오라했지?
,이제 청소해야지
##색 2번 해야,이번에 탈색 2번 해야겠어
친남 같이 성인사이트에 사진 올려서 벌었.,친남매가 같이 성인사이트에 사진 올려서 많이 벌었대.
예쁜 애들은 여초 까이는임,예쁜 애들은 여초에서 까이는 편임?
너라고 없어 보이는데,너라고 다를 건 없어 보이는데?
돼지도 이런식으로하지는!,소 돼지도 이런식으로 도살하지는 않아요!
동성애자를 장애인으로해야,동성애자를 장애인으로 분류해야 하나?
인 서울이라고 인성 사람만 있은,인 서울이라고 인성 좋은 사람만 있은 건 아니야
##게...,알았어 그만 먹을게...
엄마한테 잘렸다,엄마한테 머리카락 잘렸다
,[UNK]입니다.
말즈이고 세살이,말티즈이고 나이는 세살이에요
우한 코로나지인 것은니까 할말 없지,우한이 코로나 발원지인 것은 사실이니까 할말 없지
,왜?
,나도 운동해야지
[UNK] 이 [UNK]하고 확진자 위중증환자가 폭등했.,[UNK]이 최근 [UNK]선언하고 확진자 위중증환자가 폭등했데.
##트를 잘 쓰지도도 돌아다니녀서 그럴걸.,사람들이 마스트를 잘 쓰지도 않도 돌아다니녀서 그럴걸.
##소리야 너네 엄마가,무슨소리야 너네 엄마가 왜
아니야 너무단 말야 계모같애,아니야 너무 지나치단 말야 계모인것같애
여자는 진짜,여자 트레이너는 진짜 구분이 안가네
그냥 타이트 한 입으면 다 트레이너 시켜,그냥 타이트 한 옷 입으면 다 트레이너 시켜주는듯
저 선수 발목을대,저 선수 경기하다가 발목을 다쳤대
골도 못통이네,골도 못넣더니 쌤통이네
"응 남친이 너무 재미도 없구, 코드도 안","응 ㅠㅜ 남친이 너무 재미도 없구, 개그 코드도 안 맞아"
"안 학교 어디 나왔냐, 뭐 하냐 그러","안 그래도 나한테 학교 어디 나왔냐, 뭐 하냐 그러더라고"
솔직히 요즘 [UNK] 에서 거 많이 한 번이 그렇게 어려운가?,솔직히 요즘 [UNK]에서 귀여운 거 많이 나오는데 그거 한 번이 그렇게 어려운가?
그니까 년 한 번 ㅋㅋ 오히려 이득이지 애들 얼마나 좋아하는데,그니까 일 년에 한 번인데 ㅋㅋ 오히려 이득이지 애들 얼마나 좋아하는데
벗은거 봤,마스크 벗은거 봤어?
붕어,붕어빵 사와
##서기. 그런 심부름은 꼭 왜 날 시켜?,추워서 나가기 싫은데. 그런 심부름은 꼭 왜 날 시켜?
물고기걸 키우는?,물고기 같은걸 왜 키우는 거야?
너무 싸돌아겨서 완전 탔네,이번 여름 너무 싸돌아댕겨서 완전 탔네
##게 ^ ^,화나게 하지마라^^
자살 배네,자살률은 남자가 두 배네
##돌이 페미하면 일파만파으로 퍼지잖아,여돌이 페미 발언하면 일파만파 논란으로 퍼지잖아
남 페미하면 오빠 최고라며 칭찬 일색이지 않냐,근데 남돌이 페미 선언하면 오빠 최고라며 칭찬 일색이지 않냐
저 2집범은 망했다,저 가수 2집앨범은 망했다더라
하고 하면 아니야?,하고 싶은 사람만 하면 되는거 아니야?
##부들이 운전을 너무 험하게 해,요즘 오토바이 배달부들이 운전을 너무 험하게 해
마라 먹으러?,마라탕 먹으러 갈래?
어린이에서 애랑 오토바이 났네,어린이보호구역에서 애랑 오토바이 사고 났네
저런 한번 될텐데.,저런 산에 한번 등산 가야 될텐데.
와 걸 애들 그 자체네,와 저 걸그룹 애들 청순 그 자체네
정말 사는 인생을 왜 저렇게 살까,정말 한번 사는 인생을 왜 저렇게 살까.
저 갔,저 [UNK]대학교 갔어요
##지,열받지 마세요.
##만 하니까지요,보낼만 하니까 보냈지요
,뭐?
고소장에 이유 다 나와 있잖아. 좋아서 줄?,고소장에 이유 다 나와 있잖아. 나는 좋아서 이러는 줄 알아?
부끄러운 사람이 이런장을 회사로,부끄러운 사람이 이런 고소장을 회사로 보내?
니 해. 난 살,니 맘대로 해. 난 이대로 살거야
내 여자친구를 못 먹어서 고민이야,내 여자친구가 회를 못 먹어서 고민이야.
혹시 2만원에 쿨 가능하신,혹시 2만원에 쿨거래 가능하신가요?
"그니까, 이거 완전 울었잖아 어떻게 사람이?","그니까, 이거 보고 완전 울었잖아 ㅠㅜ 어떻게 사람이 그래?"
조카가 한 달 전에 나한테 원갔는데 아직까지 안서 빡침.,조카가 한 달 전에 나한테 천 원 빌려갔는데 아직까지 안 갚아서 빡침.
##대은 티나지...,연령대 어린 판은 티나지...
##이 다 져,단풍이 벌써 다 져버렸네
##니 싹 없어졌어,비 한번 오더니 싹 없어졌어
##라도 안해?,그러게 데이트라도 좀 안해?
이런 기자 주변인한테도야 해,이런 기자분들은 주변인한테도 알려드려야 해
,재력 좋다고 하더라
좀물 근성.,좀 속물 근성 있긴해.
씨. 여자랑 얼마나 됐?,[UNK]씨. 그 여자랑 얼마나 됐어요?
그때가 처음이었는데 재수없게 니거야.,그때가 처음이었는데 재수없게 니한테 들킨거야.
결혼하면 부부가 어떻게 결혼식 이런 짓이야,결혼하면 부부가 되는데 어떻게 결혼식 앞두고 이런 짓이야?
그건 결혼식 전에 두질까봐 조심한거잖아.,그건 결혼식 전에 두 사람 사이 깨어질까봐 조심한거잖아.
그깟이야하면 그만이지 그게 지켜야 법이라도 돼?,그깟 결혼식이야 취소하면 그만이지 그게 지켜야 할 법이라도 돼?
꼬려 남자 기억하고 있지,나 꼬시려던 남자 기억하고 있지
그 지 헌혈하고 받은 기티콘 보내줌,그 사람이 나한테 지 헌혈하고 받은 기프티콘 보내줌
##한 김일병했습니다,이번에 탈영한 김일병 사망했습니다
야 한 거 아니냐?,"야, 너무 한 거 아니냐?"
게나?,저러고 노는 게 재미있나?
##경력을 승진에 반영하는 게이냐?,군경력을 승진에 반영하는 게 여성 차별이냐?
##ㅋ맞아 싸다,ㅋㅋㅋ맞아 그래도 싸다
걔 졌,걔 이번에 또 졌어
돌아가신 보고 싶다,돌아가신 할머니 보고 싶다.
,조금만 기다려봐
야 쟤는 같이 걸 본 없다,야 쟤는 누구랑 같이 다니는 걸 본 적이 없다
##으면 돈 안받는다고있으니까 돈 안낼,맛없으면 돈 안받는다고 적혀있으니까 돈 안낼게요
##세요,그럼 안녕히계세요
블랙팬서는 시빌 멋있게 자기 솔로무비에선 당하는 역할이야?,블랙팬서는 시빌워에선 멋있게 나오고 자기 솔로무비에선 당하는 역할이야?
근데 시빌 서사를 잘 풀어가지고 솔로무비에서 할 별로 없어보이긴 했음,근데 시빌워에서 서사를 잘 풀어가지고 솔로무비에서 할 얘기가 별로 없어보이긴 했음
[UNK] 언제 하냐? 가시나 같은 또 좋겠다,[UNK] 컴백 언제 하냐? 가시나 같은 노래 또 나오면 좋겠다
여자가 아니라 가시냐고 물어보는 뜻인데 말해,그 여자가 아니라 어딜 가시냐고 물어보는 뜻인데 알고 말해
"여가부 "" 하자 "" 라고 지금까지 안된거였구나... 여가부 "" 해줘 ""","여가부 폐지 ""하자"" 라고 해서 지금까지 안된거였구나... 여가부 폐지 ""해줘"""
공통된 적이 등장하니까 똑똑하고 재치있는데 이젠까지게 진화해버렸네 ㅋㅋㅋ,공통된 적이 등장하니까 똑똑하고 재치있는데 이젠 단합력까지 갖추게 진화해버렸네 ㅋㅋㅋ
낮은 페미 탓,출산율 낮은 것도 페미 탓이래
요새 우리 집 앞 대로족들 다니나봐 시끄러워,요새 우리 집 앞 대로에 폭주족들 다니나봐 너무 시끄러워
. 그럼 너 못 자서하겠다,헐. 그럼 너 잠도 못 자서 피곤하겠다
와 진짜 부모 무너질,와 진짜 부모마음 무너질듯
##하느라 힘든 막말하는 인성 보소,시험 공부하느라 힘든 애들한테 막말하는 인성 보소
불법 복제품 개 나온 게,불법 복제품 한두 개 나온 게 아닌데?
과 왕따,쟤네 과에서 왕따자나
##야지,당연히 헤어져야지
[UNK]년이라매,오늘 [UNK] 5주년이라매
난때린다ㅋㅋ,난 그래도 사람은 안때린다ㅋㅋ
하 미안 내가 너무 급발진했네 나 안그래도 외로워서 죽길래 순간 욱 ㅠ,하 미안 내가 너무 급발진했네 나 안그래도 외로워서 죽겠는데 물어보길래 순간 욱했어 ㅠ
남편이 너무냄새가 나서,남편이 너무 입냄새가 나서 괴롭네
##이나 양파같은 걸,마늘이나 양파같은 걸 자주 먹어
,대박인데?
때서 욕하는 니가 더게 보인다,이럴 때 틈타서 욕하는 니가 더 차갑게 보인다
응 진짜게 1야..,응 진짜 아쉽게 1점 차이야..
흑인 무조건 아프리카에서 온 건,우리가 흑인이라고 무조건 아프리카에서 온 건 아니란다
##게 나라야,힘든 국민을 챙기는게 나라야
넌 불편해 화장을 왜 해?,넌 안 불편해? 화장을 왜 해?
될 있으면 저염 해야,될 수 있으면 저염식을 해야 돼
야 딱 너같은 애들이 진짜 돼.,야 나는 딱 너같은 애들이 진짜 이해가 안 돼.
야 얘보다 내가 더 잘지,야 얘보다 내가 더 잘생기지 않았냐?
##고 더시원하게 생겼잖아 봐봐,남자답고 더 시원시원하게 생겼잖아 봐봐
[UNK] 이는 진짜국,[UNK]이는 진짜 순대국 좋아하나봐
##국이 소울라고 다니잖아,순대국이 소울푸드라고 하고 다니잖아
"그것도 있고, 그 이후에 후도 더럽게짐","그것도 있고, 그 이후에 후처리도 엄청 더럽게 이루어짐"
야 진지하게 남자가수술에할 가치 얼마나 되냐?,야 진지하게 남자가 성형수술 비용에 투자할 가치 얼마나 되냐?
야 해도 돼 쟤한테 좀 보여달라 그래,야 숙제 안 해도 돼 그냥 쟤한테 좀 보여달라 그래
와보고 평균 8등급인 애가 인권 대학 쓴대 ㅋㅋㅋ,와 수능보고 평균 8등급인 애가 인서울 상위권 대학 쓴대 ㅋㅋㅋ
차라리 지거국을 쓰지.. 거긴 빵꾸라,차라리 지거국을 쓰지.. 거긴 빵꾸라도 가끔 나는데
"반려 동물 등록 의무 위반하는 거, 유기하는 것도 포상과 필요하다...","반려 동물 등록 의무 위반하는 거, 유기하는 것도 신고 포상과 처벌 강화 필요하다..."
도박해서 성공한 본,도박해서 성공한 사람 본 적이 없어
[UNK] [UNK] 진짜,[UNK]에 [UNK] 진짜 유명해졌다
왜 년,왜 어떤 년인데?
걔 아버지 식물인간이 되 생명 한다.,걔 아버지 식물인간이 되셨는데 생명연장 한다더라.
,무슨 소리야?
##도 별로 안나는데 거하게 됐.,티도 별로 안나는데 거 미안하게 됐수다.
페미들,정상적인 페미들도 있어
한 번에 싸잡아,한 번에 싸잡아서 말하지 마
헐 너네 남친도 그거?,헐 너네 남친도 그거 알아?
너째지 않았어?,너 이십 분째 기다리지 않았어?
여자들은 안경 쓴 대머리 남자를 싫어한다,여자들은 안경 쓴 대머리 남자를 제일 싫어한다더라.
[UNK] 은척하는 게 거야 ㅋㅋㅋ,[UNK]은 귀여운척하는 게 아니라 귀여운 거야 ㅋㅋㅋ
##들 운전을 왜이렇게 위험하게,배달 오토바이들 운전을 왜이렇게 위험하게 하냐
그럼가 평화질,그럼 도로가 평화로워질걸
여자한테 막 되냐?,여자한테 저렇게 막 대해도 되냐?
여자 꺼내면는 좀 버려라,여자 얘기만 꺼내면 화내는 습관 좀 버려라
편의점 여자 알바가 70서대,편의점 여자 알바가 70만원 훔쳐서 달아났대
사장이 가게 못하네,사장이 가게 관리를 잘 못하네
##이 갑힌걸,갑자기 미팅이 갑힌걸 어떻게
놀러가는것도 아니고 일하는 그것도 하나못하니?,내가 놀러가는것도 아니고 일하는건데 그것도 하나 이해못하니?
,죄송합니다
##시들은 대체 사는 걸까...,여시들은 대체 뭘하면서 사는 걸까...
,응 내꺼야
얘는 이래도 풀어줘? 이인데네 ㅋㅋㅋ,얘는 이래도 풀어줘? 이 느낌인데 이번에도 풀어주네 ㅋㅋㅋ
##주느라 여념이 없네,여자친구 사진 찍어주느라 여념이 없네
저은 성형하고 나서이 생겼.,저 연예인은 성형하고 나서 자신감이 생겼대.
,먹고살기 힘드네
##이네,예측이 그대로 맞았네
부작용으로 시트적실 만큼 하,백신 부작용으로 시트적실 만큼 하혈한데
오 맛있겠다 놨?,오 이거 맛있겠다 어디서 놨어?
,걔 몰라?
##으니까 허리 나갈 것,방바닥 닦으니까 허리 나갈 것 같아
앞에 여자분 냄새가 독한,앞에 여자분 향수 냄새가 독한 것 같은데
##가 꽉찼.,지금 세탁기가 꽉찼네.
,그런가봐.
혹시 너 돌리는 법?,혹시 너 세탁기 돌리는 법 알아?
ㅋㅋ 생각없이 돈만 넣어서 그런거,ㅋㅋㅋㅋ 아무 생각없이 돈만 넣어서 그런거임
난 치들 보면 왜 걸 안하는지 의문이야,난 치어리더들 보면 왜 걸그룹 안하는지 의문이야
##까 그러지,여자친구가 좋으니까 그러지
안씻었는거 티가,오늘 안씻었는거 티가 나?
주면 속 좁은 애 거 같아서 좀. 어쩌지,안 주면 속 좁은 애 되는 거 같아서 좀.. 어쩌지
강아지 제거 수술병원 어디 없나?,강아지 성대 제거 수술 잘하는 동물병원 어디 없나?
##도 없고 질병도 해결되고 말이야,전쟁도 없고 질병도 어느 정도는 해결되고 말이야
연예인은 마약,저 연예인은 계속 마약하네
저게 한번 하면,저게 한번 하면 끊기 어렵나봐
##는 안하냐,왜 나한테는 포교 안하냐
##지밖에 안 됐어요.,게임 시작한지 1시간밖에 안 됐어요.
##이면 오래했네 꺼,1시간이면 오래했네 당장 꺼.
6개월을 사귀었는데 키스 이후로 진도.,6개월을 사귀었는데 키스 이후로 진도가 안 나가.
##이 없나?,내가 그렇게 매력이 없나?
나 기미거,나 얼굴에 기미 낀거 같아
한 번하는데,아 일본 한 번 가야하는데
안 그럼 뒤에서함,안 그럼 뒤에서 빵빵함.
##사로 대중이 집단으로 매장시켜 버리,이렇게 개인사로 대중이 집단으로 매장시켜 버리잖아
남동생 되게 생겼,너 남동생 되게 잘 생겼더라
아미안. 난 좀 많이 짧길래 남잔 줄 알았어,아 미안미안. 난 머리가 좀 많이 짧길래 남잔 줄 알았어.
귀신헬리 연락드렸습니다,귀신헬리콥터 포스터 보고 연락드렸습니다
사람들 앞에서 발표하는거 떨,사람들 앞에서 발표하는거 너무너무 떨려 ㅠㅜ
