masked,original
걸 넘어 혐오,싫어하는 걸 넘어 혐오하던데?
성소수자 사람들이 차별주의자같아서 별로더라,난 성소수자 혐오하는 사람들이 차별주의자같아서 별로더라
##이랑 잘 거 같아,여친이랑 잘 안맞는 거 같아
쪽,부산 쪽일걸?
괜찮은 척 가식이고 힘들다 하면 니만 힘드 욕하면 장단에 춤을 춰야 되냐?,괜찮은 척 하면 가식이고 힘들다 하면 니만 힘드냐 욕하면 어느 장단에 춤을 춰야 되냐?
여자 배꼽에싱이,저 여자 배꼽에 피어싱이 있네
##지.,안타까운 현실이지 뭐.
##칭 1초 해보면 수 있는데,서칭 1초만 해보면 알 수 있는데
다서지 뭐가 다른 건지 모르겠음,소가 다 거기에서 거기지 뭐가 다른 건지 모르겠음
어차피 들어오고 배에 들어가면 맛은 다하잖아,어차피 입에 들어오고 배에 들어가면 맛은 다 비슷하잖아
넌 남자가 인형고 있냐?,넌 남자가 집에 인형을 모으고 있냐?
##랑 중에 더 맛있냐?,소주랑 맥주 중에 뭐가 더 맛있냐?
##는 너무 써서 먹겠더라,난 소주는 너무 써서 못 먹겠더라
비리 터지제로 바꿔야함 그게더 효율,비리 터지던말던 성과제로 바꿔야함 그게더 효율적임
,뭔소리 하는건데?
##ㅋ 싶고 보험료는 내기 싫고 ~,ㅋㅋㅋ 돈은 아끼고 싶고 보험료는 내기 싫고~
와. 올 때마다 느끼지만 쓰레기.,와. 봉사 올 때마다 느끼지만 쓰레기 너무 많다.
그러니까. 바다에다 버리고 가,그러니까. 왜 바다에다 다 버리고 가?
쓰레기통에기으니까 그렇지 뭐.,굳이 쓰레기통에 버리기 귀찮으니까 그렇지 뭐.
죽였는데 안 받 …,사람을 죽였는데 처벌을 안 받네요…
##도 없이 산책시키는 인간들 때문에 불안해 죽겠다,요즘 개 목줄도 없이 산책시키는 인간들 때문에 불안해 죽겠다
제주도 낭떠러지에서 찍힌 심사진 진짜싹,제주도 낭떠러지에서 찍힌 심령사진 진짜 오싹하더라
외노자 가지고 그렇게 좀 하지,외노자 가지고 그렇게 조롱 좀 하지 마라.
ㅋㅋ교수가 못하면서 TV에서,ㅋㅋㅋㅋ교수가 알지도 못하면서 TV에서 말하네
와. 방음 안돼서 개ㅋㅋ,와.. 방음 안돼서 개 잘 들리네ㅋㅋ
솔직히 내가 더 잘 듯,솔직히 내가 더 잘 부를 듯
인정 더 잘거 같다,인정 너가 더 잘 부르는거 같다
##도 각이네,이번판도 지는 각이네
화성 그 나라 여자들은둘 감 다니나?,화성에서도 그 나라 여자들은 둘둘 감고 다니나?
발암 마실 생각을 해,발암물질인데 마실 생각을 해?
솔직히 여자 회사원들은 안에로 좋겠어,솔직히 여자 회사원들은 셔츠 안에 노브라로 왔으면 좋겠어
안어ㅋㅋ목숨 걸고 싫더라,안 맞았어ㅋㅋ목숨 걸고 맞긴 싫더라
##는 걸로?,내가 비꼬는 걸로 보여?
나 같으면 부끄러워서 신분을 말야,나 같으면 부끄러워서 신분을 못 밝힐텐데 말야
어떻게 저런 골을 못,어떻게 저런 골을 못 넣냐?
[UNK] 갈 최고,처음 [UNK] 갈 때는 최고였는데
여기 식당에 [UNK] 는 없나? ㅋㅋ 그냥 싫은데,여기 식당에 [UNK]는 없나?ㅋㅋ 그냥 콜라는 싫은데
난 원래 [UNK]데 그리고 그게 너 한테 먹을일임,난 원래 [UNK] 좋아하는데 그리고 그게 너 한테 욕 먹을일임?
너는 때 두 없니,너는 항상 말할 때 두서가 없니
이제 돼지를할 수도 있나봐,이제 돼지장기를 사람한테 이식할 수도 있나봐
,오 진짜 신기하다
집값 현금부자들 주우라고 거지,집값 떨어지면 현금부자들 주우라고 그러는 거지.
10만원 받으려고 배를?ㅋ,10만원 받으려고 두 배를 쓰라고?ㅋㅋㅋ
야 안 들켰어? 우리한테도 거지,야 안 들켰어? 우리한테도 공유 할 거지?
##라도 이제껏 잘못 산 삶을 반성하고 정상적으로 살아야,지금부터라도 이제껏 잘못 산 삶을 반성하고 정상적으로 살아야 되는데.
밥만 잘 먹고 왜질이냐,밥만 잘 먹고 왜 또 쌈질이냐.
어제 오빠줬어지 ~,어제 오빠 백 사줬어 예쁘지 ~
##까,야식 시켜 먹을까
가끔 잘 것도 있지?,가끔 잘 하는 것도 있지 않아요?
가서 두 개랑 삼 바꿔옴ㅋㅋ,편의점 가서 감자 두 개랑 삼김 바꿔옴ㅋㅋ
싫어 비 수 없어,싫어 절대 비킬 수 없어.
##기꾼이,마기꾼이 뭐야?
"아, 좀 글래한 분이 이상형이야","아, 난 좀 글래머러스한 분이 이상형이야"
유행이냐? 길거리 여자들 다 신고,부츠 유행이냐? 길거리 여자들 다 부츠 신고 있던데
ㅋㅋ 여자친구도달라고 하던데 키작은..,ㅋㅋ내 여자친구도 사달라고 하던데 키작은데..
어차피 친구 없어서 애초에 5명씩일 일이.,나는 어차피 친구 없어서 애초에 5명씩 모일 일이 없는데.
야해가라,야 나 좀 픽업해가라
##사이에 좀 해줄수도,아 친구사이에 좀 해줄수도 있지
,약올리지마라
,에이 용서해줘
외제차 타고 여자 끼고 펴고 다니더만.,쟤 요새 외제차 타고 여자 끼고 어깨 펴고 다니더만.
8월 들어서 들은 말 중 제일 어이 쟤가 뭘줌? 쟤가 다 옮기고 다녔음,8월 들어서 들은 말 중 제일 어이 없네 쟤가 뭘 피해줌? 쟤가 다 옮기고 다녔음?
하 저 남자 좀 봐 완전 내이야,하 대박 저 남자 좀 봐 완전 내스타일이야 ㅠㅠ
와생겼는데도 커 완전 대박인데? 야 가서 따 ~ 잘해봐 사랑은 쟁취야,와 잘생겼는데 키도 커 완전 대박인데? 야 가서 번호 따 ~ 잘해봐 사랑은 쟁취야
##츠 만담,이츠 만담 타임이다
,요거 얼만데여
네 두다리원이에요 싸,네 두봉다리 6000원이에요 싸요
##네꼴이 흠,나참네 별꼴이야 흠
나 월급걸로 피 살,나 월급 받은걸로 피규어 살건데
나이 많다고짜고짜하면 구세대 받아요.,나이 많다고 다짜고짜 반말하면 구세대 취급 받아요.
무릎 날리기전에 곳이 자리에 앉아.,무릎 연골 날리기전에 다소 곳이 자리에 앉아요.
저번에해준 여자애J했데,저번에 소개팅해준 여자애 BJ 시작했데
저 학교에서 잘 나가는 오빠들 끼고 방법 알려주실 분?,저 학교에서 잘 나가는 오빠들 무리에 끼고 싶은데 방법 알려주실 분?
못생기긴했어도 벌레,못생기긴했어도 벌레까지는 아닌데?
##려면 그런연도 좀 해,사회에서 살아가려면 그런연습도 좀 해
##도 할 수,말을 저렇게도 할 수 있구나
쟤네는 걸이 돼가지고 무슨를 나오냐,쟤네는 걸그룹이 돼가지고 무슨 수트를 입고 나오냐
남자 돈 능력 게 매력 포인트야,남자 돈 많고 능력 있는 게 매력 포인트야?
,이거 맞네 ㅋㅋ
[UNK]지,[UNK] 나오면 당장 바꿔야지
자식 자격 없는 진짜.,자식 키울 자격 없는 부모들 진짜 많다.
역시 남자들은 살짝 핏어야 돼,역시 남자들은 살짝 핏되는 옷 입어야 돼
##겨지네,점점 잘생겨지네
##하지 않았을까,그냥 장사하지 않았을까?
왜? 직장 들어간 아냐? 아까운,왜? 직장 힘들게 들어간거 아냐? 아까운데
"재미 좀 봐서, 전업투자? 하려고","주식으로 재미를 좀 봐서, 그냥 전업투자? 하려고"
야 그 보스는 저 인간 아들이 저래도 보전시켜주?,야 그 보스는 저 인간 아들이 저래도 계속 자리 보전시켜주더라?
##라 비만네,장마라 하루종일 비만 오네
아다니기 불편한,아 걸어다니기 불편한데
학교에서는 맨날 꼴등 이면서 게임좀 잘 한다고 자랑 ㅋㅋ,친구가 학교에서는 맨날 꼴등 이면서 게임좀 잘 한다고 맨날 자랑하더라 ㅋㅋ
우리나라 국방부가 싫어 그만큼 [UNK] 가 만들어진 드라마 라는 것.,우리나라 국방부가 싫어 한다는 것은 그만큼 [UNK]가 잘 만들어진 드라마 라는 것.
##박이랑 유행하는 거 진심 불가임 ㅋㅋ,차박이랑 캠핑 유행하는 거 진심 이해 불가임 ㅋㅋ
##도 문제고 벌레도 문제고 차박하는 사람치고 쓰레기는 사람도 못 봄,화장실도 문제고 벌레도 문제고 차박하는 사람치고 쓰레기 제대로 치우는 사람도 못 봄
##해 일단.. 왜 났냐,진정해 일단 .. 왜 이렇게 화가 났냐
다 정신미약으로 주,다 정신미약으로 참작해 주겠지
아 [UNK]마자되네 ㅋㅋ,아 [UNK] 샀는데 사자마자 후회되네 ㅋㅋ
아니 너무 비싸고 별로 기능도 편리한 거 없음ㅋ 당했다,아니 너무 비싸고 별로 기능도 편리한 거 없음 ㅋㅋㅋ 당했다..
,너무한거 아닐까?
안 내일 죽,안 그래도 내일 죽으려고.
털바퀴,털바퀴가 뭐야?
에이 ~ 무슨 말을 그렇게 해 쟤게 생겼잖아.,에이~무슨 말을 그렇게 해 그래도 쟤 나름 귀엽게 생겼잖아.
우리 대표는 너무 무능,우리 회사 대표는 너무 무능해.
,그래서 그런가?
,맞아맞아.
성범죄는 지배 때문에 저지르는거지 여자가 너무 예뻐서 당하는 건 같더라,성범죄는 지배욕 권력욕 때문에 저지르는거지 여자가 너무 예뻐서 당하는 건 아닌것 같더라
가스라이이야,왜 그게 가스라이팅이야
이 짓 돼,언제까지 이 짓 해야 돼?
일용직 노동자들은 평생 일용직만,일용직 노동자들은 보통 평생 일용직만 하나?
,죄송합니다 부장님
아닙니다 저여리면 어디갈데도.,아닙니다 저여기 짤리면 어디갈데도 없습니다.
돈만 내면 얼마든지,돈만 내면 얼마든지 볼수있지.
,좋다 올인이다
이런 눈치구먼 한번자구,이런 눈치 챘구먼 한번마 넘어가자구
##이 있고 있고 야생이 살아있는 둔치야,강이 있고 풀이 있고 야생이 살아있는 한강 둔치야
"그,이지?","그 영화, [UNK] 작품이지?"
밤에 뭐하고 놀,오늘 밤에 뭐하고 놀래?
주문하면다리 부러지도록해줘.,요즘 주문하면 상다리 부러지도록 준비해줘.
##랑 하게어,하필 쟤랑 하게 됐어
,운이 없었네
쟤 또 네가사리 뭐 끼고 왔는지갖는다,쟤 또 네가 악세사리 뭐 끼고 왔는지 관심갖는다
##는것만 끼고 엄청 탐내,반짝이는것만 끼고나오면 엄청 탐내더라
,내가 왜?
목숨 받쳐 목숨혀로 쓰는 건 어떻게해야 하냐?,목숨 받쳐를 목숨 받혀로 쓰는 건 어떻게 이해해야 하냐?
"아니 사람이하다, 고용주의 책임도볼 수 있는거 아냐?","아니 사람이 일하다 죽었으면, 고용주의 책임도 따져볼 수 있는거 아냐?"
##하며 푸나봐,대리 만족하며 스트레스 푸나봐
저런 중성 스타일도 너무.,저런 중성적인 스타일도 너무 매력있음.
밖에 너무 많이 와서이 다 젖.,밖에 비가 너무 많이 와서 온몸이 다 젖었어.
너는 사장님이 밥걸로 눈치 주면할거야,너는 사장님이 밥 먹는걸로 눈치 주면 어떡할거야?
##하고 싶다,큰 남자하고 만나고 싶다
아니 키가 백팔,아니 키가 백팔십 넘는 사람이라고
신천지들은 신천지 아닌 구해야 대상으로대,신천지들은 신천지 아닌 사람들을 구해야 할 대상으로 본대
? 내가 어쨌다고 거지,? 내가 뭘 어쨌다고 그러는 거지?
##을렸다고?,와 초등학생을 건드렸다고?
백신 맞고 돌아가,백신 맞고 저희 아버지가 돌아가셨어요
##딩이 건지는 어떻게 알아,야 여고딩이 신은 건지는 어떻게 알아
얘 봐 성적이 이런데 성균관한다고 >,얘 좀 봐 성적이 이런데 성균관대에 지원한다고>
클라라가 무슨,클라라가 무슨 일 했는데?
각자 능력에 거지,각자 능력에 맞게 선호하는 거지
##라도 당했?,왜 사기라도 당했어?
환불하려고 개진상,환불하려고 하니까 개진상 취급 하잖아
##해서거 아닌가?,그냥 뿌듯해서 올리는거 아닌가?
##직이ㅋㅋ,경찰이 서비스직이냐ㅋㅋ
살인범도에 의해서는게 법치주의다,살인범도 재판에 의해서 처벌을해야된다는게 법치주의다
##을거가?,밥 안먹을거가?
젊어서 사서도 하는지,젊어서 고생은 사서도 하는 법이지
"읽어보니까 남자가 해도 인정, 애 뿐만 아니라 어르신 것도 인정되네","읽어보니까 남자가 해도 경력 인정되고, 애 뿐만 아니라 어르신 모신 것도 인정되네"
에이 수,에이 이길 수 있음 괜찮다
,좀 걱정 되는데
있잖아 충 이김,내가 있잖아 충번히 이김
##하기 6이인가?,3 곱하기 6이 21인가?
얼굴이 잘 크게은 없을 듯,그래도 얼굴이 잘생겨서 크게 타격은 없을 듯
저게 잘생긴? 그냥 ㅋㅋ,저게 잘생긴거임? 그냥 궁금해서 ㅋㅋ
에이즈 환자들 진짜,에이즈 환자들은 힘들겠다 진짜
학생부 빌미로 학생들련들은 그렇게 되는 게 맞지,학생부 빌미로 학생들 조련하는 선생님들은 그렇게 되는 게 맞지
시장에서 노점상 하세요,저기 시장에서 노점상 하세요.
남자가 세고 하니까 도와줄,남자가 힘도 세고 하니까 도와줄 수도 있지
남자는 가슴이 엄청,저 남자는 가슴이 엄청 크다
국제 장려하고 후 북녀와 장려도 추진하자.,국제결혼 장려하고 통일 후 북녀와 결혼 장려도 추진하자.
거기는 그래도존비가 지금도다고 한다.,거기는 그래도 남존여비가 지금도 강하다고 한다.
쾅쾅!!! 열어,쾅쾅!!! 문 좀 열어봐요
누가에서 쓰레기나봐.,또 누가 베란다에서 쓰레기 던졌나봐.
아무래도 바로 윗 것...,아무래도 바로 윗집인 것 같은데...
아니 윗 [UNK] 살,아니 윗집에 [UNK] 살거든.
[UNK] 민주당 인증하고 있노,[UNK] 아들은 민주당 지지자 인증하고 있노
너는 있었다고 한강에서 뛰어내려,너는 슬픈 일이 있었다고 한강에서 뛰어내려?
너도 슬플 때 꼬장 부리고 그러잖아,너도 슬플 때 술 마시고 꼬장 부리고 그러잖아.
너한텐 술 마시는 거랑 한강 다리에서 뛰어내리 경찰서 가는 게,너한텐 술 마시는 거랑 한강 다리에서 뛰어내리려다 경찰서 가는 게 같아?
##지.,소리 지르지 마.
자기들 알스 파는인 걸 모르나?,자기들 알페스 파는 것도 범죄인 걸 모르나?
##을는데다리가 없어서 항의했더니 나몰라라 하네.,치킨을 시켰는데 닭다리가 없어서 항의했더니 나몰라라 하네.
##염 걸린거 같은데?,너 질염 걸린거 같은데?
나 질.,나 질염 안걸렸어.
한번 맡고,너가 한번 맡아보고 생각해봐
"비아냥, 비난 하는 어디서 배운?","비아냥, 비난 하는 단어 선택은 어디서 배운거에요?"
##의 지팡이를하지,민중의 지팡이를 비난하지 맙시다
애초에를 사람이 있을 리가 없잖아,애초에 고기를 싫어하는 사람이 있을 리가 없잖아.
##색이 색이네,너 머리색이 무지개 색이네
땐지 뭐,어릴 땐 다 저러는거지 뭐
##까 지우라고,[UNK] 거니까 지우라고.
여태껏 나온 거 중에 최악의,여태껏 나온 거 중에 최악의 난이도야.
[UNK] 이는 왜때기만?,[UNK]이는 왜 풀때기만 집어 먹어?
팀장 왜 그러세요 ~ [UNK] 이 마시고 맛있게,팀장님 왜 그러세요~ [UNK]이 신경쓰지 마시고 맛있게 드세요
,편의점 새로 생겼네
돈먹고 살기...,돈 벌어먹고 살기 힘들어서 그런가...
다들 밥십,다들 얼른 밥 드십시다
##ㅋ니가서도?,ㅋㅋㅋ니가 말하면서도 그렇지?
##를 문 앞에게나 던져 놓고,택배를 문 앞에 아무렇게나 던져 놓고 갔네
##지,피규어 모아야지
옷 옷! 소리 하는,옷 사이즈 옷! 무슨 소리 하는 거야
내일 당장 죽어도 쟤 꼭어보고싶다,나는 내일 당장 죽어도 쟤랑은 꼭 사귀어보고싶다
뭐 자기들끼리 하고 한다는데 왜 그래,뭐 자기들끼리 하고 싶은 거 한다는데 왜 그래?
나한테 해를 입히건 말건 그냥 싫은 싫은,나한테 해를 입히건 말건 그냥 싫은 건 싫은 거야.
너 자주 하고 다니라고 말했을텐데,너 내가 양치 자주 하고 다니라고 말했을텐데?
##ㅊ 와서 뭔데?,그럼 ㄱㅊ 와서 얘기해 뭔데?
니 아들이 임대 아파트 사는 사람들 했지,저번에 니 아들이 임대 아파트 사는 사람들 뭐라고 했지?
,참나
연인 간 더치 오지게네,연인 간 더치페이 문제로 오지게 싸우네
,팩트 말해준다
또 사료 주고 갔네,저기에 또 고양이 사료 주고 갔네
##고 열 대본 한번 그려 본 거지,자존심 상하고 열 받아서 대본 한번 그려 본 거지
두 번씩하게 하네,쟤는 매번 두 번씩 말하게 하네
파고 다녔으면 좋겠다,귀 좀 파고 다녔으면 좋겠다
##러들 말하는 거 보면 거,채팅러들 말하는 거 보면 어이없는 거 같아
"맞아,네는 기본적으로하고하더라.","맞아, 개네는 기본적으로 성실하고 반듯하더라."
##랑 해봤어?,너 쟤랑 이야기 해봤어?
사람 차에 올려,모르는 사람 차에 왜 발을 올려
남자는 이제 조하게 방에서야 겠네,남자는 이제 조신하게 방에서 혼자 지내야 겠네
돼지인지 니가,내가 돼지인지 니가 어떻게 알아
남자가 안 돼서 불안하네.,남자친구가 연락이 안 돼서 불안하네.
##컹컹 할 일,철컹철컹 할 일 있냐
여자면 다 결혼하고 임신하는,여자면 다 결혼하고 임신하는 건 아니잖아?
##치 사고이나 할까?,애플워치 사고 운동이나 할까?
##치나고 좋을 것 같은데..,애플워치 간지나고 좋을 것 같은데..
##들한테 모질게 할 수는,그래도 동료들한테 모질게 할 수는 없어요
엄마가 죽기 전에 마지막으로 5년 지나서 먹고 싶었,엄마가 죽기 전에 마지막으로 만든 음식을 5년 지나서 먹고 싶었대
더고도 잘?,더 재미있고 집중도 잘 되죠?
오늘도 지하철 타고 왔어?벅이냐?,오늘도 지하철 타고 왔어? 넌 맨날 뚜벅이냐?
에이 그냥는 거지 그러면서까지 그러고진.,에이 그냥 그렇다는 거지 그러면서까지 그러고 싶진 않아.
하면 남이 불륜이라더니 진짜 딱 맞네.,내가 하면 로맨스 남이 하면 불륜이라더니 진짜 딱 맞네.
한두 번 하겠는데 말야,한두 번은 그냥 그러려니 하겠는데 말야
거기다 술만 마시면 군대냐고,거기다 왜 꼭 술만 마시면 군대 얘기냐고
맞아도 나보다 진하게 풀,맞아 화장도 나보다 진하게 풀메하더라
[UNK] 은수가질,[UNK]은 구설수가 끊이질 않네
저 상태로 나가면들 다릴 거,저 상태로 나가면 2030들 다 등돌릴 거 같은데
너 그게 사람이?,너 그게 사람이 할 말이야?
30억 아파트 후에는 보유세4973다. ㅋ,30억 아파트 3년 후에는 보유세4973만원 낸다다.ㅋ
##들끼리 머리뜯고다,학원쌤들끼리 머리뜯고 싸웠다
수박,수박 시원해?
,너무한거 아니가?
,생명은 소중한건데
##들이 어째 더타 치네요,기관들이 어째 더 단타를 치네요
왜 안만나주냐면서 강제로 하고한 가해자들도 받았나?,왜 안만나주냐면서 강제로 하고 살인한 가해자들도 무기징역 받았나요?
세상에 이렇게 더러운 사람들이니 충격이다,세상에 이렇게 더러운 말을 하는 사람들이 많다니 충격이다
,애쓴다 진짜
강동원은 손도생겼네,강동원은 손도 잘생겼네..
또 번따 당했,하아 나 또 번따 당했어
##용할당 때문에 지거국이네,요즘 지방채용할당 때문에 지거국이 인기네
너 요즘 따라 좀 찐 같다,너 요즘 따라 살이 좀 찐거 같다?
살좀 빼게 줄도 좀 하고,살좀 빼게 줄넘기도 좀 하고 하려고
,뭔데?ㅋㅋ
"분명 택배 주문할 때도 ‘ 깨지기 쉬우니까 조심히 배송해 주세요 ’ 라고, 던져놓고 가서 물품 박살","분명 택배 주문할 때도 ‘깨지기 쉬우니까 조심히 배송해 주세요’라고 했는데, 던져놓고 가서 물품 박살났어."
##지 하네,세월이 느껴지긴 하네
내가 그래서 너를,내가 그래서 너를 좋아하지.
,집은 언제나 옳지
쟤 완전 때만다니까?,쟤 완전 사람들 있을 때만 저런다니까?
##서건가?,저런건 지원해서 만드는건가?
그러니까 ㅋㅋ 보고 개래가 니가가라고 했잖아,그러니까 ㅋㅋ 보고 개 놀래가지고 니가 직접가라고 했잖아
난앤치한 남자 아니면 절대 안 할 거야.,난 영앤리치한 남자 아니면 절대 결혼 안 할 거야.
##도나 폐교,대구에도 2개나 폐교한데
,애들이 많이 없나보다
##도 마시면서 좋지 ~,술도 마시면서 좋지~
끊기 힘든 거 보니도 마약 맞는,끊기 힘든 거 보니 담배도 마약이 맞는 듯
지금 나도 바빠서 너가 틀 들어가,지금 나도 바빠서 너가 틀고 들어가
멕시코 보면 > > > 돈 거 같다,멕시코 보면 치안 >>> 돈인 거 같다
##노미 안그래도 좁은데 의자를 뒤로 눕히면 어떻게!,이코노미석은 안그래도 좁은데 의자를 뒤로 눕히면 어떻게 합니까!
##으니까 뒤로히는거,좁으니까 뒤로 눕히는거 잖아요
##도 눕혀 그럼,그쪽도 눕혀요 그럼!
##게 비지 석 가시 던가!,넓게 비지니스 석으로 가시 던가!
엠비이가 너무어,요즘 엠비티아이가 너무 재밌어
##는 어머니가 전쟁고아대.,저 음악가는 어머니가 전쟁고아셨대.
어 그래서 아버지 끊겼,어 그래서 아버지랑은 소식이 끊겼대
##들이 있어 참,진짜 그렇게 나쁜사람들이 있어 참
부장한테 게 제일 싫어,우리 부장한테 혼나는 게 제일 싫어
돌려 기분이 더,돌려 말해서 기분이 더 나빠
그렇게 많이 튀어나온 것도 뭘 그렇게 성질을?,그렇게 많이 튀어나온 것도 아닌데 뭘 그렇게 성질을 내요?
그니까 걔가 그렇게출나냐 방송 안,그니까 걔가 그렇게 특출나냐 난 방송 안 봐서
폭행소대,폭행 가해자가 맞고소 했대
##어야지 별 있나....,입을 다물어야지 별 수 있나....
,너무 답답해 보여
아니 기티은 돈 아니야? 왜 그렇게 안먹을거면 말아,아니 기프티콘은 돈 아니야? 왜 그렇게 얘기해 안먹을거면 말아
아니아니 안먹는다는 뜻이 ~ 장난 맛있게 먹을 ㅎㅎ,아니아니 안먹는다는 뜻이 아니잖아~ 장난이야 맛있게 먹을게 ㅎㅎ
##은 좀해서 잔거야,그날은 좀 피곤해서 일찍 잔거야
망치 미래가하다,이번에도 망치면 미래가 막막하다
부모 때문에들끼리 거 보면 한심하다.,부모 유산 때문에 형제들끼리 싸우는 거 보면 한심하다.
[UNK]네,[UNK] 경선 떨어졌네 ㅠ
##하는거 한번...,그래도 토론하는거 한번 봐봐...
"그러니까, 그냥 페미 우대하는 회사","그러니까, 그냥 페미 우대하는 회사 가면 되잖아."
,단백질 보충해야하는데
##으면 오래는 알지?,욕먹으면 오래산다는 말 알지?
##엔 당연히 깍물이지,국밥엔 당연히 깍두기 궁물이지
나라 여자들도 이런,다른 나라 여자들도 이런가?
엄마가 공부하라고 개,엄마가 자꾸 공부하라고 하는데 개힘들어
알바쇼 손님셔서 사장님 열받으심,알바하는데 노쇼 손님 오셔서 사장님 열받으심
대접받을자격이 여성을 거지요.,대접받을자격이 있는 여성을 대접하는 거지요.
너 어디야! 만나서 하자. 내가!!,너 어디야!만나서 이야기 하자..내가 가마!!
이복수는 하고 만다,이복수는 꼭 하고 만다.
##지! 그전에 얼굴이나 잘둬.. ㅋㅋ,기다리지!그전에 가족들 얼굴이나 잘봐둬..ㅋㅋ
요즘 유부녀랑 사다며,너 요즘 유부녀랑 사귄다며?
헐... 그러면 한 번 거네,헐... 그러면 지금까지 한 30억 번 거네.
,왜?
돈 애들 보면감 느껴져,돈 많은 애들 보면 상대적 박탈감 느껴져
연예인들은 사업이나 차리 항상 망하는 것 ㅋㅋ,연예인들은 사업이나 식당 차리면 항상 망하는 것 같네 ㅋㅋ
나랑 한만 하고 자면 안?,나랑 게임 한 판만 하고 자면 안 돼?
거 ㅈㅅ.,아 그런 거였으면 ㅈㅅ.
응응! 안 그래도 강아지 나마자 엄청더라 ㅋㅋ,응응! 안 그래도 강아지가 나 보자마자 엄청 뛰어다니더라 ㅋㅋ
그럼 부모님이 강아지,그럼 부모님이 강아지 키우는거야?
남자는 외모보고 여자는 능력 문제있니,남자는 외모보고 여자는 능력보는게 무슨 문제있니?
내 애배 필 너무 마음에 안들어,이번에 내 애배 필모 선택 너무 마음에 안들어
아 쟤는마다빨대고 돌아다니네,아 쟤는 쉬는 시간마다 빨빨대고 돌아다니네
정신병동에서 집단 감염 넘게더라,이번에 정신병동에서 집단 감염 100명 넘게 나왔더라
심지어 다까지 완료한 사람들이래,심지어 다 2차 백신까지 접종 완료한 사람들이래
##의 완성 프로슈머가 거지,차의 완성은 프로슈머가 하는 거지
사람이랑 말을 하면 기분이 것 같네,저 사람이랑 말을 하면 좀 기분이 나쁜 것 같네
##가 없는 유형,그냥 배려가 없는 유형같은데
그냥 사람의 타입 아니야,그냥 그 사람의 행동 타입 아니야?
가수가 노래는 안하고 예능에만 잔뜩,가수가 노래는 안하고 예능 프로에만 잔뜩 나오네.
##가 끊이지 않는 거 보면 한 거야,폭로가 끊이지 않는 거 보면 뭔가 있긴 한 거야
나는 게임 잘하는 여자들이 진짜.. 어디 그런여자..,나는 게임 잘하는 여자들이 진짜 멋있더라.. 어디 그런여자 없나..
[UNK] 명언 : 부모도야,[UNK] 명언: 부모도 실력이야.
청소년이 살 수 있게 한건 성관계를거야,청소년이 콘돔 살 수 있게 한건 사회가 성관계를 부추기는거야
사회 분위기가 혼전거랑 성경험을 당연 있는 게 정상이라고,사회 분위기가 혼전동거랑 성경험을 당연시하고 있는 게 정상이라고?
비즈니스를겠다는 게 임산부한테 그 정도 서비스는 한다는 거지.,비즈니스를 타겠다는 게 아니라 임산부한테 그 정도 서비스는 해줘야 한다는 거지.
애들이랑하려고 하네 ㅋㅋ,중국 애들 대만이랑 통일하려고 하네 ㅋㅋ
##날 소리하네,얘가 큰일날 소리하네
네대로 하면 비적이야,네 방식대로 하면 비효율적이야
아 뭐라는거야... 방금까지 졸 그 소리까 확깨네,아 뭐라는거야... 방금까지 졸렸는데 그 소리 들으니까 잠 확깨네
친구들이격원같데 너네는 성격 4차원인 얘들 어떻게??,친구들이 내성격 4차원같데 너네는 성격 4차원인 얘들 어떻게 생각해??
착하는소리도 많이듣고 말도 잘가려서해 그냥 성격이한거지,나 착하는소리도 많이듣고 말도 잘가려서해 그냥 성격이조금 독특한거지
맞고 하반신 마비된,백신 맞고 하반신 마비된 사람도 있더라
[UNK] 진짜. 리틀 [UNK]도 물씬 나고.,[UNK] 진짜 멋있다. 뭔가 리틀 [UNK] 느낌도 물씬 나고.
완전 노재명이지. [UNK] 부자 될.,완전 노재명이지. 나도 [UNK] 찍고 부자 될 거임.
학교에 왜 오는지 이해 안되는학생이 지는,요즘 학교에 왜 오는지 이해 안되는학생이 많아 지는 듯
,무슨일인데?
정치인은 예수 믿는다면서 무당 말 듣고 다니는 거야,저 정치인은 예수 믿는다면서 왜 무당 말 듣고 다니는 거야?
"정치인들 표 받으려고, 성당, 절 거 어디 하루 이틀 일이냐","정치인들 표 받으려고 교회, 성당, 절 돌아다니는 거 어디 하루 이틀 일이냐."
,그냥 가세요
,당신 맘대로 해
그거 중국인들 많이 쓰는에서 잘거나 예쁜 사람 찍어서 막며,그거 중국인들 많이 쓰는 어플에서 잘생기거나 예쁜 사람 찍어서 막 올린다며
##들 너무지 않아,래퍼들 너무 멋있지 않아?
##따라이 싶네,오늘따라 라면이 먹고 싶네
##도들 왔더나,어제도 초등학생들 많이 왔더나
##기,회사 다니기 힘들다
,그럼 퇴사 하던가
일하다가 종이에 베 병원 가할까?,어제 일하다가 종이에 베였는데 병원 가봐야할까?
##을 땐 방법 없고 극단적인 부의 양극화의 시작이다,내가 봤을 땐 방법 없고 극단적인 부의 양극화 고착의 시작이다
그 남자 손등에 담배빵,그 남자 손등에 담배빵 봤어?
얘 이 막낸,아니 얘 이 그룹 막낸데
이렇게 살아서이나 있을까?,이렇게 살아서 나는 결혼이나 할수 있을까?
,그렇겠지?
부모들이 게 맞음,그건 부모들이 잘못하는 게 맞음
